Laatste: Tijd (s),Laatste: Potential 1 (V),Laatste: Potential 2 (V)
0.1666,0.12,7.132999999999999
0.1668,0.11,7.153
0.167,0.105,7.167000000000001
0.1672,0.115,7.2010000000000005
0.1674,0.11,7.221
0.1676,0.11,7.2410000000000005
0.1678,0.105,7.265
0.168,0.105,7.284
0.1682,0.1,7.303999999999999
0.1684,0.1,7.319
0.1686,0.095,7.343
0.1688,0.095,7.3629999999999995
0.169,0.095,7.382000000000001
0.1692,0.095,7.402
0.1694,0.095,7.421
0.1696,0.09,7.436
0.1698,0.085,7.455
0.17,0.081,7.465
0.1702,0.081,7.495
0.1704,0.081,7.5089999999999995
0.1706,0.081,7.529
