"Laatste: Tijd (ms)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)";"Meting 3: Tijd (ms)";"Meting 3: Potential 1 (V)";"Meting 3: Potential 2 (V)";"Meting 4: Tijd (s)";"Meting 4: Potential 1 (V)";"Meting 4: Potential 2 (V)"
;;;;;;2423,400000;-6,967;-7,050;3,462;-6,972;-7,055;;;;;;
;;;;;;2424,100000;-6,967;-7,055;3,463;-6,967;-7,055;;;;;;
;;;;;;2424,800000;-6,962;-7,050;3,464;-6,967;-7,050;;;;;;
;;;;;;2425,500000;-6,972;-7,055;3,465;-6,972;-7,050;;;;;;
;;;;;;2426,200000;-6,967;-7,050;3,466;-6,972;-7,045;;;;;;
;;;;;;2426,900000;-6,967;-7,055;3,467;-6,972;-7,050;;;;;;
;;;;;;2427,600000;-6,967;-7,055;3,468;-6,972;-7,055;;;;;;
;;;;;;2428,300000;-6,962;-7,050;3,469;-6,967;-7,050;;;;;;
;;;;;;2429,000000;-6,962;-7,055;3,470;-6,972;-7,055;;;;;;
;;;;;;2429,700000;-6,957;-7,050;3,471;-6,972;-7,050;;;;;;
;;;;;;2430,400000;-6,972;-7,060;3,472;-6,972;-7,055;;;;;;
;;;;;;2431,100000;-6,962;-7,055;3,473;-6,977;-7,055;;;;;;
;;;;;;2431,800000;-6,972;-7,055;3,474;-6,967;-7,050;;;;;;
;;;;;;2432,500000;-6,972;-7,065;3,475;-6,972;-7,055;;;;;;
;;;;;;2433,200000;-6,972;-7,050;3,476;-6,967;-7,045;;;;;;
;;;;;;2433,900000;-6,967;-7,060;3,477;-6,972;-7,055;;;;;;
;;;;;;2434,600000;-6,962;-7,050;3,478;-6,977;-7,055;;;;;;
;;;;;;2435,300000;-6,972;-7,055;3,479;-6,967;-7,050;;;;;;
;;;;;;2436,000000;-6,967;-7,055;3,480;-6,972;-7,060;;;;;;
;;;;;;2436,700000;-6,967;-7,045;3,481;-6,972;-7,050;;;;;;
;;;;;;2437,400000;-6,972;-7,055;3,482;-6,967;-7,055;;;;;;
;;;;;;2438,100000;-6,967;-7,050;3,483;-6,972;-7,055;;;;;;
;;;;;;2438,800000;-6,972;-7,055;3,484;-6,967;-7,050;;;;;;
;;;;;;2439,500000;-6,967;-7,055;3,485;-6,972;-7,055;;;;;;
;;;;;;2440,200000;-6,972;-7,050;3,486;-6,972;-7,045;;;;;;
;;;;;;2440,900000;-6,972;-7,055;3,487;-6,967;-7,055;;;;;;
;;;;;;2441,600000;-6,967;-7,050;3,488;-6,972;-7,055;;;;;;
;;;;;;2442,300000;-6,967;-7,055;3,489;-6,967;-7,050;;;;;;
;;;;;;2443,000000;-6,962;-7,050;3,490;-6,972;-7,060;;;;;;
;;;;;;2443,700000;-6,972;-7,055;3,491;-6,972;-7,055;;;;;;
;;;;;;2444,400000;-6,967;-7,055;3,492;-6,972;-7,050;;;;;;
;;;;;;2445,100000;-6,972;-7,050;3,493;-6,977;-7,055;;;;;;
;;;;;;2445,800000;-6,967;-7,055;3,494;-6,967;-7,050;;;;;;
;;;;;;2446,500000;-6,972;-7,045;3,495;-6,972;-7,055;;;;;;
;;;;;;2447,200000;-6,967;-7,055;3,496;-6,972;-7,050;;;;;;
;;;;;;2447,900000;-6,967;-7,050;3,497;-6,972;-7,055;;;;;;
;;;;;;2448,600000;-6,972;-7,050;3,498;-6,977;-7,050;;;;;;
;;;;;;2449,300000;-6,967;-7,055;3,499;-6,967;-7,050;;;;;;
;;;;;;2450,000000;-6,972;-7,050;3,500;-6,972;-7,060;;;;;;
;;;;;;2450,700000;-6,967;-7,050;3,501;-6,972;-7,050;;;;;;
;;;;;;2451,400000;-6,972;-7,050;3,502;-6,972;-7,055;;;;;;
;;;;;;2452,100000;-6,977;-7,060;3,503;-6,977;-7,055;;;;;;
;;;;;;2452,800000;-6,967;-7,055;3,504;-6,972;-7,050;;;;;;
;;;;;;2453,500000;-6,972;-7,055;3,505;-6,972;-7,055;;;;;;
;;;;;;2454,200000;-6,972;-7,055;3,506;-6,977;-7,050;;;;;;
;;;;;;2454,900000;-6,972;-7,050;3,507;-6,967;-7,055;;;;;;
;;;;;;2455,600000;-6,972;-7,050;3,508;-6,977;-7,055;;;;;;
;;;;;;2456,300000;-6,962;-7,045;3,509;-6,972;-7,050;;;;;;
;;;;;;2457,000000;-6,967;-7,055;3,510;-6,972;-7,055;;;;;;
;;;;;;2457,700000;-6,967;-7,050;3,511;-6,977;-7,050;;;;;;
;;;;;;2458,400000;-6,972;-7,055;3,512;-6,977;-7,050;;;;;;
;;;;;;2459,100000;-6,972;-7,050;3,513;-6,972;-7,060;;;;;;
;;;;;;2459,800000;-6,972;-7,050;3,514;-6,972;-7,050;;;;;;
;;;;;;2460,500000;-6,972;-7,060;3,515;-6,972;-7,050;;;;;;
;;;;;;2461,200000;-6,967;-7,055;3,516;-6,972;-7,055;;;;;;
;;;;;;2461,900000;-6,972;-7,060;3,517;-6,972;-7,050;;;;;;
;;;;;;2462,600000;-6,967;-7,055;3,518;-6,972;-7,060;;;;;;
;;;;;;2463,300000;-6,977;-7,055;3,519;-6,972;-7,045;;;;;;
;;;;;;2464,000000;-6,972;-7,060;3,520;-6,972;-7,055;;;;;;
;;;;;;2464,700000;-6,972;-7,050;3,521;-6,977;-7,055;;;;;;
;;;;;;2465,400000;-6,972;-7,055;3,522;-6,972;-7,050;;;;;;
;;;;;;2466,100000;-6,967;-7,050;3,523;-6,972;-7,055;;;;;;
;;;;;;2466,800000;-6,972;-7,050;3,524;-6,972;-7,050;;;;;;
;;;;;;2467,500000;-6,972;-7,050;3,525;-6,972;-7,050;;;;;;
;;;;;;2468,200000;-6,972;-7,050;3,526;-6,977;-7,050;;;;;;
;;;;;;2468,900000;-6,972;-7,060;3,527;-6,967;-7,050;;;;;;
;;;;;;2469,600000;-6,967;-7,050;3,528;-6,972;-7,060;;;;;;
;;;;;;2470,300000;-6,972;-7,060;3,529;-6,977;-7,050;;;;;;
;;;;;;2471,000000;-6,962;-7,055;3,530;-6,972;-7,055;;;;;;
;;;;;;2471,700000;-6,977;-7,055;3,531;-6,977;-7,055;;;;;;
;;;;;;2472,400000;-6,972;-7,055;3,532;-6,972;-7,055;;;;;;
;;;;;;2473,100000;-6,972;-7,055;3,533;-6,977;-7,060;;;;;;
;;;;;;2473,800000;-6,972;-7,060;3,534;-6,977;-7,050;;;;;;
;;;;;;2474,500000;-6,972;-7,050;3,535;-6,972;-7,055;;;;;;
;;;;;;2475,200000;-6,977;-7,055;3,536;-6,982;-7,055;;;;;;
;;;;;;2475,900000;-6,967;-7,055;3,537;-6,967;-7,050;;;;;;
;;;;;;2476,600000;-6,977;-7,050;3,538;-6,972;-7,055;;;;;;
;;;;;;2477,300000;-6,972;-7,050;3,539;-6,977;-7,050;;;;;;
;;;;;;2478,000000;-6,972;-7,050;3,540;-6,972;-7,055;;;;;;
;;;;;;2478,700000;-6,972;-7,060;3,541;-6,982;-7,055;;;;;;
;;;;;;2479,400000;-6,967;-7,050;3,542;-6,972;-7,050;;;;;;
;;;;;;2480,100000;-6,977;-7,055;3,543;-6,977;-7,055;;;;;;
;;;;;;2480,800000;-6,967;-7,055;3,544;-6,977;-7,050;;;;;;
;;;;;;2481,500000;-6,977;-7,055;3,545;-6,972;-7,050;;;;;;
;;;;;;2482,200000;-6,972;-7,055;3,546;-6,977;-7,055;;;;;;
;;;;;;2482,900000;-6,972;-7,050;3,547;-6,972;-7,050;;;;;;
;;;;;;2483,600000;-6,977;-7,060;3,548;-6,972;-7,060;;;;;;
;;;;;;2484,300000;-6,972;-7,050;3,549;-6,972;-7,050;;;;;;
;;;;;;2485,000000;-6,977;-7,050;3,550;-6,972;-7,050;;;;;;
;;;;;;2485,700000;-6,972;-7,055;3,551;-6,982;-7,060;;;;;;
;;;;;;2486,400000;-6,972;-7,050;3,552;-6,972;-7,055;;;;;;
;;;;;;2487,100000;-6,967;-7,050;3,553;-6,972;-7,060;;;;;;
;;;;;;2487,800000;-6,972;-7,050;3,554;-6,977;-7,050;;;;;;
;;;;;;2488,500000;-6,977;-7,055;3,555;-6,972;-7,055;;;;;;
;;;;;;2489,200000;-6,972;-7,050;3,556;-6,977;-7,055;;;;;;
;;;;;;2489,900000;-6,972;-7,055;3,557;-6,972;-7,050;;;;;;
;;;;;;2490,600000;-6,972;-7,055;3,558;-6,977;-7,060;;;;;;
;;;;;;2491,300000;-6,972;-7,050;3,559;-6,977;-7,050;;;;;;
;;;;;;2492,000000;-6,977;-7,060;3,560;-6,972;-7,055;;;;;;
;;;;;;2492,700000;-6,977;-7,055;3,561;-6,982;-7,055;;;;;;
;;;;;;2493,400000;-6,982;-7,055;3,562;-6,972;-7,055;;;;;;
;;;;;;2494,100000;-6,972;-7,050;3,563;-6,972;-7,060;;;;;;
;;;;;;2494,800000;-6,977;-7,050;3,564;-6,972;-7,050;;;;;;
;;;;;;2495,500000;-6,972;-7,050;3,565;-6,972;-7,050;;;;;;
;;;;;;2496,200000;-6,972;-7,050;3,566;-6,982;-7,050;;;;;;
;;;;;;2496,900000;-6,972;-7,050;3,567;-6,977;-7,055;;;;;;
;;;;;;2497,600000;-6,972;-7,050;3,568;-6,977;-7,060;;;;;;
;;;;;;2498,300000;-6,977;-7,055;3,569;-6,977;-7,055;;;;;;
;;;;;;2499,000000;-6,972;-7,050;3,570;-6,972;-7,055;;;;;;
;;;;;;2499,700000;-6,977;-7,050;3,571;-6,982;-7,055;;;;;;
;;;;;;2500,400000;-6,972;-7,055;3,572;-6,972;-7,055;;;;;;
;;;;;;2501,100000;-6,972;-7,050;3,573;-6,977;-7,060;;;;;;
;;;;;;2501,800000;-6,972;-7,055;3,574;-6,977;-7,050;;;;;;
;;;;;;2502,500000;-6,972;-7,055;3,575;-6,972;-7,050;;;;;;
;;;;;;2503,200000;-6,977;-7,055;3,576;-6,977;-7,050;;;;;;
;;;;;;2503,900000;-6,972;-7,055;3,577;-6,972;-7,050;;;;;;
;;;;;;2504,600000;-6,972;-7,050;3,578;-6,977;-7,055;;;;;;
;;;;;;2505,300000;-6,977;-7,055;3,579;-6,972;-7,050;;;;;;
;;;;;;2506,000000;-6,967;-7,050;3,580;-6,972;-7,055;;;;;;
;;;;;;2506,700000;-6,977;-7,055;3,581;-6,982;-7,055;;;;;;
;;;;;;2507,400000;-6,972;-7,050;3,582;-6,972;-7,050;;;;;;
;;;;;;2508,100000;-6,977;-7,055;3,583;-6,972;-7,060;;;;;;
;;;;;;2508,800000;-6,972;-7,050;3,584;-6,972;-7,050;;;;;;
;;;;;;2509,500000;-6,977;-7,050;3,585;-6,972;-7,055;;;;;;
;;;;;;2510,200000;-6,977;-7,060;3,586;-6,982;-7,055;;;;;;
;;;;;;2510,900000;-6,972;-7,050;3,587;-6,972;-7,050;;;;;;
;;;;;;2511,600000;-6,982;-7,060;3,588;-6,977;-7,060;;;;;;
;;;;;;2512,300000;-6,972;-7,055;3,589;-6,972;-7,055;;;;;;
;;;;;;2513,000000;-6,977;-7,050;3,590;-6,977;-7,055;;;;;;
;;;;;;2513,700000;-6,972;-7,055;3,591;-6,987;-7,055;;;;;;
;;;;;;2514,400000;-6,977;-7,050;3,592;-6,972;-7,055;;;;;;
;;;;;;2515,100000;-6,972;-7,055;3,593;-6,972;-7,055;;;;;;
;;;;;;2515,800000;-6,967;-7,055;3,594;-6,977;-7,055;;;;;;
;;;;;;2516,500000;-6,982;-7,050;3,595;-6,972;-7,055;;;;;;
;;;;;;2517,200000;-6,972;-7,050;3,596;-6,982;-7,050;;;;;;
;;;;;;2517,900000;-6,977;-7,050;3,597;-6,972;-6,620;;;;;;
;;;;;;2518,600000;-6,977;-7,055;3,598;-6,855;7,636;;;;;;
;;;;;;2519,300000;-6,972;-7,050;3,599;-6,713;7,636;;;;;;
;;;;;;2520,000000;-6,972;-7,055;3,600;-6,571;7,631;;;;;;
;;;;;;2520,700000;-6,967;-7,050;3,601;-6,430;7,631;;;;;;
;;;;;;2521,400000;-6,982;-7,060;3,602;-6,283;7,631;;;;;;
;;;;;;2522,100000;-6,972;-7,055;3,603;-6,151;7,631;;;;;;
;;;;;;2522,800000;-6,977;-7,055;3,604;-6,015;7,631;;;;;;
;;;;;;2523,500000;-6,972;-7,055;3,605;-5,873;7,636;;;;;;
;;;;;;2524,200000;-6,972;-7,050;3,606;-5,746;7,636;;;;;;
;;;;;;2524,900000;-6,977;-7,055;3,607;-5,609;7,636;;;;;;
;;;;;;2525,600000;-6,972;-7,050;3,608;-5,477;7,626;;;;;;
;;;;;;2526,300000;-6,977;-7,055;3,609;-5,350;7,641;;;;;;
;;;;;;2527,000000;-6,972;-7,050;3,610;-5,214;7,636;;;;;;
;;;;;;2527,700000;-6,977;-7,050;3,611;-5,096;7,631;;;;;;
;;;;;;2528,400000;-6,972;-7,055;3,612;-4,965;7,641;;;;;;
;;;;;;2529,100000;-6,977;-7,050;3,613;-4,838;7,631;;;;;;
;;;;;;2529,800000;-6,982;-7,060;3,614;-4,716;7,641;;;;;;
;;;;;;2530,500000;-6,972;-7,050;3,615;-4,589;7,641;;;;;;
;;;;;;2531,200000;-6,977;-7,055;3,616;-4,476;7,636;;;;;;
;;;;;;2531,900000;-6,972;-7,055;3,617;-4,344;7,641;;;;;;
;;;;;;2532,600000;-6,977;-7,055;3,618;-4,232;7,636;;;;;;
;;;;;;2533,300000;-6,977;-7,060;3,619;-4,115;7,641;;;;;;
;;;;;;2534,000000;-6,972;-7,055;3,620;-3,993;7,636;;;;;;
;;;;;;2534,700000;-6,977;-7,055;3,621;-3,885;7,636;;;;;;
;;;;;;2535,400000;-6,972;-7,050;3,622;-3,763;7,646;;;;;;
;;;;;;2536,100000;-6,977;-7,050;3,623;-3,651;7,646;;;;;;
;;;;;;2536,800000;-6,972;-7,050;3,624;-3,543;7,641;;;;;;
;;;;;;2537,500000;-6,977;-7,050;3,625;-3,426;7,641;;;;;;
;;;;;;2538,200000;-6,977;-7,060;3,626;-3,324;7,641;;;;;;
;;;;;;2538,900000;-6,972;-7,050;3,627;-3,206;7,646;;;;;;
;;;;;;2539,600000;-6,977;-7,055;3,628;-3,099;7,641;;;;;;
;;;;;;2540,300000;-6,972;-7,055;3,629;-2,996;7,646;;;;;;
;;;;;;2541,000000;-6,977;-7,055;3,630;-2,884;7,641;;;;;;
;;;;;;2541,700000;-6,972;-7,055;3,631;-2,791;7,636;;;;;;
;;;;;;2542,400000;-6,977;-7,050;3,632;-2,679;7,651;;;;;;
;;;;;;2543,100000;-6,982;-7,060;3,633;-2,581;7,641;;;;;;
;;;;;;2543,800000;-6,972;-7,050;3,634;-2,479;7,646;;;;;;
;;;;;;2544,500000;-6,982;-7,050;3,635;-2,376;7,646;;;;;;
;;;;;;2545,200000;-6,972;-7,050;3,636;-2,278;7,646;;;;;;
;;;;;;2545,900000;-6,977;-7,050;3,637;-2,176;7,651;;;;;;
;;;;;;2546,600000;-6,972;-7,055;3,638;-2,083;7,651;;;;;;
;;;;;;2547,300000;-6,977;-7,050;3,639;-1,985;7,651;;;;;;
;;;;;;2548,000000;-6,977;-7,055;3,640;-1,888;7,646;;;;;;
;;;;;;2548,700000;-6,972;-7,050;3,641;-1,800;7,641;;;;;;
;;;;;;2549,400000;-6,977;-7,055;3,642;-1,702;7,651;;;;;;
;;;;;;2550,100000;-6,977;-7,050;3,643;-1,609;7,646;;;;;;
;;;;;;2550,800000;-6,977;-7,055;3,644;-1,516;7,651;;;;;;
;;;;;;2551,500000;-6,977;-7,060;3,645;-1,424;7,651;;;;;;
;;;;;;2552,200000;-6,977;-7,050;3,646;-1,341;7,651;;;;;;
;;;;;;2552,900000;-6,982;-7,055;3,647;-1,248;7,651;;;;;;
;;;;;;2553,600000;-6,972;-7,055;3,648;-1,155;7,651;;;;;;
;;;;;;2554,300000;-6,982;-7,055;3,649;-1,072;7,656;;;;;;
;;;;;;2555,000000;-6,972;-7,050;3,650;-0,984;7,656;;;;;;
;;;;;;2555,700000;-6,977;-7,050;3,651;-0,906;7,651;;;;;;
;;;;;;2556,400000;-6,977;-7,060;3,652;-0,813;7,656;;;;;;
;;;;;;2557,100000;-6,977;-7,050;3,653;-0,730;7,651;;;;;;
;;;;;;2557,800000;-6,982;-7,055;3,654;-0,652;7,656;;;;;;
;;;;;;2558,500000;-6,972;-7,055;3,655;-0,564;7,656;;;;;;
;;;;;;2559,200000;-6,977;-7,055;3,656;-0,486;7,656;;;;;;
;;;;;;2559,900000;-6,972;-7,055;3,657;-0,403;7,661;;;;;;
;;;;;;2560,600000;-6,977;-7,055;3,658;-0,325;7,651;;;;;;
;;;;;;2561,300000;-6,977;-7,060;3,659;-0,247;7,661;;;;;;
;;;;;;2562,000000;-6,972;-7,050;3,660;-0,164;7,661;;;;;;
;;;;;;2562,700000;-6,982;-7,060;3,661;-0,095;7,656;;;;;;
;;;;;;2563,400000;-6,977;-7,055;3,662;-0,012;7,661;;;;;;
;;;;;;2564,100000;-6,977;-7,050;3,663;0,061;7,661;;;;;;
;;;;;;2564,800000;-6,972;-7,050;3,664;0,139;7,661;;;;;;
;;;;;;2565,500000;-6,972;-7,050;3,665;0,217;7,661;;;;;;
;;;;;;2566,200000;-6,977;-7,055;3,666;0,281;7,661;;;;;;
;;;;;;2566,900000;-6,972;-7,050;3,667;0,359;7,661;;;;;;
;;;;;;2567,600000;-6,982;-7,055;3,668;0,432;7,651;;;;;;
;;;;;;2568,300000;-6,972;-7,050;3,669;0,501;7,665;;;;;;
;;;;;;2569,000000;-6,982;-7,055;3,670;0,574;7,661;;;;;;
;;;;;;2569,700000;-6,972;-7,055;3,671;0,637;7,661;;;;;;
;;;;;;2570,400000;-6,977;-7,050;3,672;0,711;7,661;;;;;;
;;;;;;2571,100000;-6,982;-7,060;3,673;0,779;7,656;;;;;;
;;;;;;2571,800000;-6,972;-7,055;3,674;0,847;7,665;;;;;;
;;;;;;2572,500000;-6,977;-7,055;3,675;0,911;7,665;;;;;;
;;;;;;2573,200000;-6,977;-7,055;3,676;0,979;7,661;;;;;;
;;;;;;2573,900000;-6,977;-7,050;3,677;1,048;7,661;;;;;;
;;;;;;2574,600000;-6,977;-7,055;3,678;1,116;7,665;;;;;;
;;;;;;2575,300000;-6,977;-7,050;3,679;1,179;7,665;;;;;;
;;;;;;2576,000000;-6,977;-7,055;3,680;1,243;7,665;;;;;;
;;;;;;2576,700000;-6,972;-7,050;3,681;1,302;7,661;;;;;;
;;;;;;2577,400000;-6,982;-7,055;3,682;1,370;7,665;;;;;;
;;;;;;2578,100000;-6,977;-7,055;3,683;1,429;7,661;;;;;;
;;;;;;2578,800000;-6,977;-7,050;3,684;1,492;7,665;;;;;;
;;;;;;2579,500000;-6,977;-7,060;3,685;1,556;7,665;;;;;;
;;;;;;2580,200000;-6,972;-7,050;3,686;1,609;7,665;;;;;;
;;;;;;2580,900000;-6,982;-7,060;3,687;1,673;7,670;;;;;;
;;;;;;2581,600000;-6,977;-7,060;3,688;1,731;7,665;;;;;;
;;;;;;2582,300000;-6,977;-7,060;3,689;1,790;7,670;;;;;;
;;;;;;2583,000000;-6,977;-7,050;3,690;1,849;7,665;;;;;;
;;;;;;2583,700000;-6,977;-7,050;3,691;1,907;7,661;;;;;;
;;;;;;2584,400000;-6,977;-7,060;3,692;1,966;7,670;;;;;;
;;;;;;2585,100000;-6,972;-7,050;3,693;2,020;7,670;;;;;;
;;;;;;2585,800000;-6,982;-7,060;3,694;2,073;7,670;;;;;;
;;;;;;2586,500000;-6,972;-7,050;3,695;2,137;7,670;;;;;;
;;;;;;2587,200000;-6,977;-7,050;3,696;2,181;7,665;;;;;;
;;;;;;2587,900000;-6,977;-7,060;3,697;2,239;7,670;;;;;;
;;;;;;2588,600000;-6,977;-7,050;3,698;2,293;7,675;;;;;;
;;;;;;2589,300000;-6,977;-7,055;3,699;2,347;7,670;;;;;;
;;;;;;2590,000000;-6,972;-7,050;3,700;2,400;7,670;;;;;;
;;;;;;2590,700000;-6,982;-7,060;3,701;2,449;7,670;;;;;;
;;;;;;2591,400000;-6,977;-7,055;3,702;2,503;7,670;;;;;;
;;;;;;2592,100000;-6,972;-7,055;3,703;2,552;7,670;;;;;;
;;;;;;2592,800000;-6,977;-7,060;3,704;2,601;7,670;;;;;;
;;;;;;2593,500000;-6,977;-7,050;3,705;2,654;7,675;;;;;;
;;;;;;2594,200000;-6,977;-7,060;3,706;2,703;7,670;;;;;;
;;;;;;2594,900000;-6,972;-7,050;3,707;2,747;7,675;;;;;;
;;;;;;2595,600000;-6,982;-7,050;3,708;2,801;7,675;;;;;;
;;;;;;2596,300000;-6,977;-7,050;3,709;2,845;7,670;;;;;;
;;;;;;2597,000000;-6,977;-7,045;3,710;2,899;7,670;;;;;;
;;;;;;2597,700000;-6,977;-7,055;3,711;2,938;7,670;;;;;;
;;;;;;2598,400000;-6,977;-7,050;3,712;2,982;7,670;;;;;;
;;;;;;2599,100000;-6,977;-7,055;3,713;3,031;7,670;;;;;;
;;;;;;2599,800000;-6,972;-7,055;3,714;3,079;7,670;;;;;;
;;;;;;2600,500000;-6,982;-7,060;3,715;3,123;7,680;;;;;;
;;;;;;2601,200000;-6,977;-7,050;3,716;3,172;7,680;;;;;;
;;;;;;2601,900000;-6,977;-7,050;3,717;3,211;7,675;;;;;;
;;;;;;2602,600000;-6,977;-7,060;3,718;3,260;7,675;;;;;;
;;;;;;2603,300000;-6,972;-7,055;3,719;3,299;7,675;;;;;;
;;;;;;2604,000000;-6,987;-7,055;3,720;3,343;7,675;;;;;;
;;;;;;2604,700000;-6,977;-7,050;3,721;3,387;7,675;;;;;;
;;;;;;2605,400000;-6,982;-7,050;3,722;3,421;7,670;;;;;;
;;;;;;2606,100000;-6,977;-7,055;3,723;3,470;7,680;;;;;;
;;;;;;2606,800000;-6,977;-7,050;3,724;3,509;7,675;;;;;;
;;;;;;2607,500000;-6,982;-7,060;3,725;3,548;7,675;;;;;;
;;;;;;2608,200000;-6,977;-7,050;3,726;3,597;7,680;;;;;;
;;;;;;2608,900000;-6,982;-7,055;3,727;3,631;7,675;;;;;;
;;;;;;2609,600000;-6,972;-7,055;3,728;3,675;7,680;;;;;;
;;;;;;2610,300000;-6,982;-7,055;3,729;3,709;7,680;;;;;;
;;;;;;2611,000000;-6,977;-7,060;3,730;3,748;7,680;;;;;;
;;;;;;2611,700000;-6,977;-7,050;3,731;3,788;7,675;;;;;;
;;;;;;2612,400000;-6,982;-7,060;3,732;3,822;7,675;;;;;;
;;;;;;2613,100000;-6,977;-7,055;3,733;3,866;7,680;;;;;;
;;;;;;2613,800000;-6,982;-7,055;3,734;3,900;7,680;;;;;;
;;;;;;2614,500000;-6,977;-7,050;3,735;3,939;7,680;;;;;;
;;;;;;2615,200000;-6,982;-7,050;3,736;3,978;7,685;;;;;;
;;;;;;2615,900000;-6,977;-7,055;3,737;4,012;7,680;;;;;;
;;;;;;2616,600000;-6,972;-7,050;3,738;4,046;7,680;;;;;;
;;;;;;2617,300000;-6,977;-7,055;3,739;4,085;7,680;;;;;;
;;;;;;2618,000000;-6,977;-7,050;3,740;4,115;7,675;;;;;;
;;;;;;2618,700000;-6,982;-7,050;3,741;4,154;7,685;;;;;;
;;;;;;2619,400000;-6,977;-7,050;3,742;4,188;7,675;;;;;;
;;;;;;2620,100000;-6,977;-7,050;3,743;4,222;7,680;;;;;;
;;;;;;2620,800000;-6,977;-7,060;3,744;4,256;7,680;;;;;;
;;;;;;2621,500000;-6,977;-7,055;3,745;4,286;7,675;;;;;;
;;;;;;2622,200000;-6,982;-7,055;3,746;4,320;7,685;;;;;;
;;;;;;2622,900000;-6,977;-7,055;3,747;4,354;7,680;;;;;;
;;;;;;2623,600000;-6,982;-7,055;3,748;4,383;7,685;;;;;;
;;;;;;2624,300000;-6,977;-7,055;3,749;4,422;7,685;;;;;;
;;;;;;2625,000000;-6,982;-7,050;3,750;4,447;7,680;;;;;;
;;;;;;2625,700000;-6,972;-7,055;3,751;4,486;7,685;;;;;;
;;;;;;2626,400000;-6,972;-7,050;3,752;4,515;7,680;;;;;;
;;;;;;2627,100000;-6,977;-7,055;3,753;4,540;7,680;;;;;;
;;;;;;2627,800000;-6,977;-7,055;3,754;4,574;7,685;;;;;;
;;;;;;2628,500000;-6,987;-7,050;3,755;4,608;7,680;;;;;;
;;;;;;2629,200000;-6,982;-7,060;3,756;4,637;7,690;;;;;;
;;;;;;2629,900000;-6,972;-7,050;3,757;4,667;7,690;;;;;;
;;;;;;2630,600000;-6,982;-7,055;3,758;4,691;7,680;;;;;;
;;;;;;2631,300000;-6,977;-7,055;3,759;4,725;7,685;;;;;;
;;;;;;2632,000000;-6,982;-7,060;3,760;4,750;7,680;;;;;;
;;;;;;2632,700000;-6,977;-7,055;3,761;4,774;7,685;;;;;;
;;;;;;2633,400000;-6,977;-7,055;3,762;4,813;7,690;;;;;;
;;;;;;2634,100000;-6,977;-7,060;3,763;4,828;7,685;;;;;;
;;;;;;2634,800000;-6,977;-7,050;3,764;4,867;7,690;;;;;;
;;;;;;2635,500000;-6,982;-7,055;3,765;4,896;7,685;;;;;;
;;;;;;2636,200000;-6,977;-7,050;3,766;4,921;7,690;;;;;;
;;;;;;2636,900000;-6,977;-7,050;3,767;4,950;7,685;;;;;;
;;;;;;2637,600000;-6,977;-7,055;3,768;4,969;7,680;;;;;;
;;;;;;2638,300000;-6,977;-7,050;3,769;4,999;7,690;;;;;;
;;;;;;2639,000000;-6,977;-7,060;3,770;5,028;7,690;;;;;;
;;;;;;2639,700000;-6,972;-7,050;3,771;5,043;7,690;;;;;;
;;;;;;2640,400000;-6,982;-7,060;3,772;5,077;7,690;;;;;;
;;;;;;2641,100000;-6,982;-7,055;3,773;5,096;7,685;;;;;;
;;;;;;2641,800000;-6,982;-7,060;3,774;5,126;7,690;;;;;;
;;;;;;2642,500000;-6,977;-7,060;3,775;5,150;7,685;;;;;;
;;;;;;2643,200000;-6,977;-7,050;3,776;5,175;7,690;;;;;;
;;;;;;2643,900000;-6,982;-7,055;3,777;5,199;7,685;;;;;;
;;;;;;2644,600000;-6,972;-7,055;3,778;5,223;7,685;;;;;;
;;;;;;2645,300000;-6,982;-7,055;3,779;5,248;7,690;;;;;;
;;;;;;2646,000000;-6,977;-7,050;3,780;5,267;7,685;;;;;;
;;;;;;2646,700000;-6,977;-7,055;3,781;5,287;7,690;;;;;;
;;;;;;2647,400000;-6,977;-7,060;3,782;5,316;7,690;;;;;;
;;;;;;2648,100000;-6,977;-7,050;3,783;5,336;7,685;;;;;;
;;;;;;2648,800000;-6,982;-7,060;3,784;5,360;7,695;;;;;;
;;;;;;2649,500000;-6,972;-7,050;3,785;5,389;7,695;;;;;;
;;;;;;2650,200000;-6,982;-7,055;3,786;5,404;7,695;;;;;;
;;;;;;2650,900000;-6,977;-7,055;3,787;5,429;7,690;;;;;;
;;;;;;2651,600000;-6,982;-7,050;3,788;5,448;7,685;;;;;;
;;;;;;2652,300000;-6,977;-7,060;3,789;5,473;7,690;;;;;;
;;;;;;2653,000000;-6,972;-7,055;3,790;5,492;7,685;;;;;;
;;;;;;2653,700000;-6,982;-7,055;3,791;5,512;7,685;;;;;;
;;;;;;2654,400000;-6,972;-7,055;3,792;5,536;7,690;;;;;;
;;;;;;2655,100000;-6,977;-7,050;3,793;5,556;7,690;;;;;;
;;;;;;2655,800000;-6,977;-7,050;3,794;5,575;7,690;;;;;;
;;;;;;2656,500000;-6,977;-7,045;3,795;5,604;7,695;;;;;;
