"Laatste: Tijd (ms)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)";"Meting 3: Tijd (ms)";"Meting 3: Potential 1 (V)";"Meting 3: Potential 2 (V)";"Meting 4: Tijd (s)";"Meting 4: Potential 1 (V)";"Meting 4: Potential 2 (V)"
144,8000;-0,408;-5,634;2,896;7,910;0,071;506,800000;7,626;7,705;0,724;7,587;7,709;;;;0,1448;0,266;-6,317
145,0000;-0,403;-5,712;2,900;4,335;-0,012;507,500000;7,621;7,709;0,725;7,582;7,705;;;;0,1450;0,266;-6,254
145,2000;-0,398;-5,785;2,904;-8,393;-0,090;508,200000;7,621;7,700;0,726;7,587;7,709;;;;0,1452;0,271;-6,190
145,4000;-0,398;-5,853;2,908;-7,446;-0,061;508,900000;7,631;7,705;0,727;7,587;7,709;;;;0,1454;0,276;-6,127
145,6000;-0,388;-5,917;2,912;-2,127;0,027;509,600000;7,621;7,705;0,728;7,587;7,709;;;;0,1456;0,281;-6,068
145,8000;-0,383;-5,985;2,916;8,349;0,066;510,300000;7,626;7,705;0,729;7,592;7,709;;;;0,1458;0,286;-5,995
146,0000;-0,374;-6,049;2,920;6,796;-0,027;511,000000;7,621;7,705;0,730;7,587;7,705;;;;0,1460;0,300;-5,922
146,2000;-0,369;-6,112;2,924;-1,692;-0,056;511,700000;7,626;7,700;0,731;7,587;7,709;;;;0,1462;0,305;-5,853
146,4000;-0,364;-6,181;2,928;-8,095;-0,046;512,400000;7,626;7,709;0,732;7,587;7,705;;;;0,1464;0,315;-5,780
146,6000;-0,364;-6,249;2,932;-5,795;0,037;513,100000;7,626;7,700;0,733;7,587;7,709;;;;0,1466;0,320;-5,712
146,8000;-0,359;-6,313;2,936;6,684;0,042;513,800000;7,626;7,705;0,734;7,592;7,709;;;;0,1468;0,325;-5,639
147,0000;-0,354;-6,376;2,940;7,866;-0,037;514,500000;7,621;7,709;0,735;7,587;7,705;;;;0,1470;0,330;-5,565
147,2000;-0,344;-6,430;2,944;4,159;-0,071;515,200000;7,621;7,705;0,736;7,592;7,709;;;;0,1472;0,330;-5,492
147,4000;-0,339;-6,488;2,948;-8,388;-0,051;515,900000;7,626;7,709;0,737;7,592;7,709;;;;0,1474;0,335;-5,409
147,6000;-0,335;-6,542;2,952;-7,392;0,042;516,600000;7,626;7,705;0,738;7,587;7,705;;;;0,1476;0,349;-5,331
147,8000;-0,325;-6,596;2,956;-1,868;0,032;517,300000;7,626;7,705;0,739;7,597;7,709;;;;0,1478;0,354;-5,258
148,0000;-0,320;-6,654;2,960;8,339;-0,027;518,000000;7,621;7,700;0,740;7,592;7,700;;;;0,1480;0,359;-5,179
148,2000;-0,315;-6,708;2,964;6,723;-0,056;518,700000;7,626;7,705;0,741;7,587;7,705;;;;0,1482;0,359;-5,101
148,4000;-0,310;-6,762;2,968;-2,137;-0,017;519,400000;7,621;7,709;0,742;7,592;7,705;;;;0,1484;0,369;-5,018
148,6000;-0,310;-6,811;2,972;-8,081;0,046;520,100000;7,626;7,705;0,743;7,587;7,709;;;;0,1486;0,369;-4,935
148,8000;-0,300;-6,855;2,976;-5,687;0,032;520,800000;7,626;7,705;0,744;7,597;7,709;;;;0,1488;0,374;-4,857
149,0000;-0,295;-6,908;2,980;7,260;-0,056;521,500000;7,621;7,705;0,745;7,592;7,700;;;;0,1490;0,383;-4,769
149,2000;-0,286;-6,947;2,984;7,836;-0,066;522,200000;7,626;7,705;0,746;7,592;7,709;;;;0,1492;0,383;-4,681
149,4000;-0,281;-6,991;2,988;3,988;-0,012;522,900000;7,621;7,705;0,747;7,597;7,709;;;;0,1494;0,398;-4,598
149,6000;-0,271;-7,040;2,992;-8,383;0,046;523,600000;7,626;7,705;0,748;7,592;7,709;;;;0,1496;0,403;-4,501
149,8000;-0,266;-7,084;2,996;-7,343;0,042;524,300000;7,621;7,709;0,749;7,597;7,709;;;;0,1498;0,408;-4,422
150,0000;-0,261;-7,128;3,000;-1,565;-0,061;525,000000;7,626;7,700;0,750;7,597;7,705;;;;0,1500;0,403;-4,339
150,2000;-0,252;-7,167;3,004;8,315;-0,071;525,700000;7,626;7,709;0,751;7,592;7,705;;;;0,1502;0,408;-4,247
150,4000;-0,242;-7,201;3,008;6,650;-0,022;526,400000;7,621;7,700;0,752;7,592;7,709;;;;0,1504;0,418;-4,159
150,6000;-0,242;-7,241;3,012;-2,674;0,081;527,100000;7,626;7,705;0,753;7,592;7,705;;;;0,1506;0,422;-4,066
150,8000;-0,232;-7,275;3,016;-8,051;0,046;527,800000;7,621;7,705;0,754;7,602;7,709;;;;0,1508;0,427;-3,973
151,0000;-0,222;-7,309;3,020;-5,551;-0,066;528,500000;7,621;7,705;0,755;7,597;7,705;;;;0,1510;0,432;-3,880
151,2000;-0,217;-7,343;3,024;7,812;-0,081;529,200000;7,621;7,705;0,756;7,597;7,709;;;;0,1512;0,437;-3,788
151,4000;-0,212;-7,377;3,028;7,807;-0,022;529,900000;7,621;7,700;0,757;7,597;7,709;;;;0,1514;0,442;-3,695
151,6000;-0,208;-7,407;3,032;3,739;0,081;530,600000;7,626;7,705;0,758;7,597;7,700;;;;0,1516;0,442;-3,602
151,8000;-0,203;-7,441;3,036;-8,374;0,042;531,300000;7,617;7,700;0,759;7,597;7,714;;;;0,1518;0,447;-3,514
152,0000;-0,193;-7,455;3,040;-7,289;-0,071;532,000000;7,621;7,705;0,760;7,597;7,705;;;;0,1520;0,447;-3,416
152,2000;-0,188;-7,485;3,044;-1,302;-0,110;532,700000;7,621;7,705;0,761;7,597;7,705;;;;0,1522;0,447;-3,319
152,4000;-0,178;-7,509;3,048;8,310;-0,022;533,400000;7,621;7,700;0,762;7,602;7,705;;;;0,1524;0,457;-3,221
152,6000;-0,168;-7,534;3,052;6,542;0,076;534,100000;7,621;7,705;0,763;7,602;7,700;;;;0,1526;0,462;-3,118
152,8000;-0,168;-7,558;3,056;-3,026;0,076;534,800000;7,621;7,700;0,764;7,602;7,714;;;;0,1528;0,471;-3,016
153,0000;-0,164;-7,578;3,060;-8,032;-0,056;535,500000;7,626;7,705;0,765;7,602;7,709;;;;0,1530;0,471;-2,928
153,2000;-0,154;-7,602;3,064;-5,438;-0,105;536,200000;7,617;7,705;0,766;7,597;7,709;;;;0,1532;0,466;-2,830
153,4000;-0,144;-7,617;3,068;8,291;-0,042;536,900000;7,626;7,705;0,767;7,607;7,705;;;;0,1534;0,471;-2,728
153,6000;-0,134;-7,636;3,072;7,753;0,071;537,600000;7,626;7,705;0,768;7,602;7,705;;;;0,1536;0,471;-2,635
153,8000;-0,129;-7,641;3,076;3,582;0,076;538,300000;7,621;7,700;0,769;7,602;7,714;;;;0,1538;0,476;-2,527
154,0000;-0,120;-7,661;3,080;-8,359;-0,066;539,000000;7,626;7,705;0,770;7,602;7,709;;;;0,1540;0,481;-2,430
154,2000;-0,115;-7,670;3,084;-7,236;-0,095;539,700000;7,621;7,709;0,771;7,602;7,705;;;;0,1542;0,486;-2,327
154,4000;-0,105;-7,690;3,088;-1,028;-0,066;540,400000;7,626;7,700;0,772;7,602;7,709;;;;0,1544;0,486;-2,225
154,6000;-0,100;-7,705;3,092;8,286;0,071;541,100000;7,621;7,705;0,773;7,597;7,705;;;;0,1546;0,486;-2,127
154,8000;-0,100;-7,714;3,096;6,484;0,071;541,800000;7,626;7,700;0,774;7,602;7,709;;;;0,1548;0,491;-2,029
155,0000;-0,095;-7,714;3,100;-3,519;-0,027;542,500000;7,621;7,705;0,775;7,602;7,705;;;;0,1550;0,486;-1,927
155,2000;-0,081;-7,714;3,104;-8,012;-0,095;543,200000;7,617;7,700;0,776;7,597;7,705;;;;0,1552;0,491;-1,824
155,4000;-0,071;-7,714;3,108;-5,321;-0,061;543,900000;7,626;7,705;0,777;7,607;7,705;;;;0,1554;0,496;-1,717
155,6000;-0,056;-7,705;3,112;8,510;0,051;544,600000;7,621;7,700;0,778;7,607;7,705;;;;0,1556;0,496;-1,619
155,8000;-0,042;-7,705;3,116;7,729;0,061;545,300000;7,621;7,705;0,779;7,602;7,709;;;;0,1558;0,501;-1,512
156,0000;-0,032;-7,700;3,120;3,372;-0,017;546,000000;7,621;7,705;0,780;7,607;7,705;;;;0,1560;0,501;-1,414
156,2000;-0,027;-7,690;3,124;-8,344;-0,095;546,700000;7,621;7,700;0,781;7,597;7,705;;;;0,1562;0,501;-1,306
156,4000;-0,022;-7,690;3,128;-7,182;-0,056;547,400000;7,626;7,709;0,782;7,607;7,705;;;;0,1564;0,501;-1,209
156,6000;-0,007;-7,670;3,132;-0,672;0,032;548,100000;7,617;7,700;0,783;7,607;7,700;;;;0,1566;0,501;-1,101
156,8000;-0,002;-7,665;3,136;8,276;0,071;548,800000;7,626;7,705;0,784;7,607;7,709;;;;0,1568;0,501;-0,994
157,0000;0,007;-7,646;3,140;6,381;-0,027;549,500000;7,621;7,705;0,785;7,607;7,705;;;;0,1570;0,510;-0,891
157,2000;0,017;-7,631;3,144;-3,900;-0,066;550,200000;7,621;7,705;0,786;7,602;7,705;;;;0,1572;0,510;-0,789
157,4000;0,027;-7,617;3,148;-7,993;-0,061;550,900000;7,621;7,705;0,787;7,612;7,709;;;;0,1574;0,510;-0,681
157,6000;0,032;-7,602;3,152;-5,175;0,027;551,600000;7,621;7,700;0,788;7,602;7,705;;;;0,1576;0,510;-0,574
157,8000;0,037;-7,582;3,156;8,510;0,046;552,300000;7,621;7,700;0,789;7,602;7,709;;;;0,1578;0,510;-0,471
158,0000;0,042;-7,568;3,160;7,690;-0,027;553,000000;7,617;7,700;0,790;7,602;7,709;;;;0,1580;0,515;-0,374
158,2000;0,051;-7,538;3,164;3,192;-0,061;553,700000;7,621;7,705;0,791;7,607;7,705;;;;0,1582;0,505;-0,266
158,4000;0,061;-7,514;3,168;-8,335;-0,056;554,400000;7,621;7,700;0,792;7,607;7,714;;;;0,1584;0,510;-0,159
158,6000;0,071;-7,490;3,172;-7,118;0,042;555,100000;7,626;7,705;0,793;7,607;7,705;;;;0,1586;0,515;-0,056
158,8000;0,081;-7,460;3,176;-0,427;0,032;555,800000;7,621;7,709;0,794;7,607;7,709;;;;0,1588;0,515;0,051
159,0000;0,090;-7,431;3,180;8,252;-0,032;556,500000;7,626;7,700;0,795;7,607;7,709;;;;0,1590;0,520;0,159
159,2000;0,095;-7,407;3,184;6,278;-0,066;557,200000;7,626;7,705;0,796;7,607;7,705;;;;0,1592;0,520;0,261
159,4000;0,100;-7,372;3,188;-4,452;-0,022;557,900000;7,621;7,700;0,797;7,612;7,714;;;;0,1594;0,515;0,364
159,6000;0,105;-7,343;3,192;-7,963;0,037;558,600000;7,626;7,705;0,798;7,607;7,709;;;;0,1596;0,515;0,466
159,8000;0,120;-7,309;3,196;-5,062;0,037;559,300000;7,621;7,705;0,799;7,607;7,709;;;;0,1598;0,510;0,564
160,0000;0,125;-7,275;3,200;8,496;-0,042;560,000000;7,621;7,700;0,800;7,607;7,709;;;;0,1600;0,510;0,676
160,2000;0,129;-7,236;3,204;7,651;-0,061;560,700000;7,626;7,709;0,801;7,602;7,705;;;;0,1602;0,520;0,784
160,4000;0,139;-7,197;3,208;2,967;-0,012;561,400000;7,621;7,700;0,802;7,607;7,709;;;;0,1604;0,520;0,886
160,6000;0,149;-7,158;3,212;-8,330;0,046;562,100000;7,626;7,705;0,803;7,612;7,709;;;;0,1606;0,515;0,989
160,8000;0,154;-7,114;3,216;-7,074;0,042;562,800000;7,621;7,705;0,804;7,607;7,709;;;;0,1608;0,510;1,092
161,0000;0,159;-7,079;3,220;-0,042;-0,076;563,500000;7,617;7,700;0,805;7,612;7,705;;;;0,1610;0,510;1,189
161,2000;0,164;-7,040;3,224;8,242;-0,076;564,200000;7,621;7,709;0,806;7,602;7,709;;;;0,1612;0,510;1,292
161,4000;0,173;-6,987;3,228;6,210;-0,017;564,900000;7,621;7,700;0,807;7,607;7,709;;;;0,1614;0,510;1,399
161,6000;0,183;-6,938;3,232;-4,965;0,081;565,600000;7,626;7,705;0,808;7,612;7,709;;;;0,1616;0,510;1,502
161,8000;0,188;-6,894;3,236;-7,939;0,046;566,300000;7,617;7,705;0,809;7,607;7,705;;;;0,1618;0,510;1,604
162,0000;0,203;-6,835;3,240;-4,911;-0,061;567,000000;7,626;7,709;0,810;7,612;7,709;;;;0,1620;0,515;1,707
162,2000;0,203;-6,796;3,244;8,501;-0,071;567,700000;7,621;7,709;0,811;7,612;7,705;;;;0,1622;0,505;1,810
162,4000;0,208;-6,747;3,248;7,617;-0,017;568,400000;7,626;7,700;0,812;7,612;7,714;;;;0,1624;0,505;1,907
162,6000;0,212;-6,689;3,252;2,713;0,081;569,100000;7,621;7,705;0,813;7,617;7,709;;;;0,1626;0,505;2,005
162,8000;0,217;-6,635;3,256;-8,320;0,046;569,800000;7,621;7,700;0,814;7,607;7,705;;;;0,1628;0,501;2,107
163,0000;0,232;-6,581;3,260;-7,006;-0,066;570,500000;7,621;7,705;0,815;7,617;7,709;;;;0,1630;0,496;2,205
163,2000;0,237;-6,523;3,264;0,247;-0,105;571,200000;7,617;7,700;0,816;7,612;7,709;;;;0,1632;0,501;2,308
163,4000;0,242;-6,459;3,268;8,227;-0,017;571,900000;7,626;7,700;0,817;7,612;7,709;;;;0,1634;0,501;2,405
163,6000;0,256;-6,400;3,272;6,098;0,081;572,600000;7,621;7,705;0,818;7,612;7,709;;;;0,1636;0,496;2,508
163,8000;0,256;-6,342;3,276;-5,424;0,071;573,300000;7,621;7,695;0,819;7,612;7,709;;;;0,1638;0,501;2,601
164,0000;0,266;-6,278;3,280;-7,915;-0,056;574,000000;7,626;7,705;0,820;7,617;7,709;;;;0,1640;0,491;2,703
164,2000;0,266;-6,220;3,284;-4,769;-0,095;574,700000;7,621;7,700;0,821;7,612;7,700;;;;0,1642;0,491;2,796
164,4000;0,271;-6,156;3,288;8,491;-0,022;575,400000;7,626;7,705;0,822;7,612;7,709;;;;0,1644;0,486;2,889
164,6000;0,286;-6,083;3,292;7,563;0,076;576,100000;7,621;7,705;0,823;7,612;7,705;;;;0,1646;0,481;2,991
164,8000;0,291;-6,020;3,296;2,571;0,081;576,800000;7,626;7,705;0,824;7,607;7,705;;;;0,1648;0,486;3,089
165,0000;0,295;-5,951;3,300;-8,310;-0,061;577,500000;7,626;7,709;0,825;7,617;7,709;;;;0,1650;0,481;3,187
165,2000;0,305;-5,878;3,304;-6,943;-0,105;578,200000;7,621;7,700;0,826;7,617;7,709;;;;0,1652;0,481;3,280
165,4000;0,310;-5,810;3,308;0,584;-0,056;578,900000;7,626;7,709;0,827;7,612;7,709;;;;0,1654;0,481;3,377
165,6000;0,315;-5,741;3,312;8,208;0,076;579,600000;7,621;7,700;0,828;7,617;7,709;;;;0,1656;0,471;3,460
165,8000;0,320;-5,673;3,316;6,020;0,081;580,300000;7,621;7,700;0,829;7,607;7,705;;;;0,1658;0,471;3,558
166,0000;0,325;-5,600;3,320;-5,971;-0,027;581,000000;7,621;7,705;0,830;7,612;7,709;;;;0,1660;0,466;3,646
166,2000;0,335;-5,521;3,324;-7,885;-0,095;581,700000;7,626;7,700;0,831;7,612;7,705;;;;0,1662;0,457;3,744
166,4000;0,339;-5,443;3,328;-4,632;-0,056;582,400000;7,621;7,705;0,832;7,612;7,709;;;;0,1664;0,462;3,832
166,6000;0,344;-5,370;3,332;8,471;0,066;583,100000;7,621;7,700;0,833;7,612;7,709;;;;0,1666;0,462;3,924
166,8000;0,354;-5,287;3,336;7,529;0,061;583,800000;7,626;7,705;0,834;7,612;7,705;;;;0,1668;0,462;4,017
167,0000;0,354;-5,214;3,340;2,254;-0,022;584,500000;7,621;7,705;0,835;7,617;7,719;;;;0,1670;0,457;4,105
167,2000;0,364;-5,136;3,344;-8,295;-0,095;585,200000;7,621;7,700;0,836;7,617;7,709;;;;0,1672;0,452;4,193
167,4000;0,364;-5,057;3,348;-6,884;-0,046;585,900000;7,626;7,700;0,837;7,612;7,714;;;;0,1674;0,442;4,281
167,6000;0,369;-4,974;3,352;1,018;0,037;586,600000;7,626;7,700;0,838;7,617;7,705;;;;0,1676;0,442;4,364
167,8000;0,369;-4,891;3,356;8,188;0,071;587,300000;7,626;7,709;0,839;7,617;7,705;;;;0,1678;0,442;4,457
168,0000;0,379;-4,808;3,360;5,893;-0,022;588,000000;7,621;7,700;0,840;7,612;7,709;;;;0,1680;0,437;4,540
168,2000;0,383;-4,720;3,364;-6,435;-0,066;588,700000;7,621;7,705;0,841;7,612;7,705;;;;0,1682;0,432;4,628
168,4000;0,393;-4,632;3,368;-7,861;-0,046;589,400000;7,621;7,705;0,842;7,612;7,705;;;;0,1684;0,432;4,706
168,6000;0,393;-4,549;3,372;-4,466;0,042;590,100000;7,621;7,700;0,843;7,621;7,709;;;;0,1686;0,432;4,789
168,8000;0,398;-4,466;3,376;8,471;0,061;590,800000;7,621;7,709;0,844;7,617;7,705;;;;0,1688;0,427;4,872
169,0000;0,403;-4,383;3,380;7,475;-0,037;591,500000;7,626;7,695;0,845;7,617;7,709;;;;0,1690;0,418;4,950
169,2000;0,403;-4,295;3,384;2,034;-0,056;592,200000;7,621;7,700;0,846;7,617;7,709;;;;0,1692;0,413;5,023
169,4000;0,413;-4,198;3,388;-8,276;-0,051;592,900000;7,617;7,705;0,847;7,612;7,705;;;;0,1694;0,413;5,111
169,6000;0,418;-4,110;3,392;-6,806;0,046;593,600000;7,626;7,709;0,848;7,621;7,709;;;;0,1696;0,408;5,189
169,8000;0,422;-4,012;3,396;1,311;0,032;594,300000;7,621;7,705;0,849;7,617;7,705;;;;0,1698;0,403;5,267
170,0000;0,432;-3,924;3,400;8,159;-0,037;595,000000;7,621;7,700;0,850;7,617;7,709;;;;0,1700;0,403;5,346
170,2000;0,432;-3,832;3,404;5,785;-0,071;595,700000;7,626;7,709;0,851;7,621;7,705;;;;0,1702;0,398;5,414
170,4000;0,437;-3,744;3,408;-6,977;-0,037;596,400000;7,617;7,700;0,852;7,617;7,705;;;;0,1704;0,388;5,492
170,6000;0,437;-3,651;3,412;-7,827;0,042;597,100000;7,626;7,709;0,853;7,621;7,709;;;;0,1706;0,383;5,565
170,8000;0,442;-3,548;3,416;-4,315;0,037;597,800000;7,626;7,705;0,854;7,617;7,705;;;;0,1708;0,374;5,639
171,0000;0,442;-3,455;3,420;8,462;-0,037;598,500000;7,626;7,705;0,855;7,617;7,709;;;;0,1710;0,374;5,712
171,2000;0,452;-3,358;3,424;7,431;-0,061;599,200000;7,621;7,705;0,856;7,617;7,709;;;;0,1712;0,369;5,785
171,4000;0,457;-3,260;3,428;1,746;-0,012;599,900000;7,626;7,705;0,857;7,617;7,709;;;;0,1714;0,369;5,853
171,6000;0,462;-3,158;3,432;-8,271;0,042;600,600000;7,626;7,709;0,858;7,621;7,709;;;;0,1716;0,364;5,927
171,8000;0,462;-3,070;3,436;-6,752;0,042;601,300000;7,621;7,705;0,859;7,617;7,705;;;;0,1718;0,364;5,990
172,0000;0,466;-2,967;3,440;1,736;-0,071;602,000000;7,626;7,705;0,860;7,621;7,714;;;;0,1720;0,349;6,059
172,2000;0,462;-2,874;3,444;8,134;-0,076;602,700000;7,626;7,705;0,861;7,612;7,709;;;;0,1722;0,344;6,117
172,4000;0,466;-2,772;3,448;5,678;-0,022;603,400000;7,621;7,695;0,862;7,612;7,709;;;;0,1724;0,335;6,181
172,6000;0,476;-2,674;3,452;-7,568;0,066;604,100000;7,626;7,709;0,863;7,621;7,709;;;;0,1726;0,339;6,249
172,8000;0,476;-2,571;3,456;-7,797;0,037;604,800000;7,617;7,700;0,864;7,617;7,709;;;;0,1728;0,335;6,317
173,0000;0,481;-2,474;3,460;-4,100;-0,066;605,500000;7,626;7,705;0,865;7,621;7,714;;;;0,1730;0,330;6,376
173,2000;0,486;-2,371;3,464;8,452;-0,066;606,200000;7,621;7,700;0,866;7,621;7,705;;;;0,1732;0,320;6,435
173,4000;0,481;-2,269;3,468;7,407;-0,017;606,900000;7,626;7,705;0,867;7,612;7,705;;;;0,1734;0,320;6,493
173,6000;0,486;-2,171;3,472;1,448;0,085;607,600000;7,621;7,709;0,868;7,621;7,709;;;;0,1736;0,310;6,552
173,8000;0,491;-2,068;3,476;-8,256;0,042;608,300000;7,626;7,705;0,869;7,621;7,705;;;;0,1738;0,305;6,606
174,0000;0,486;-1,966;3,480;-6,674;-0,066;609,000000;7,626;7,705;0,870;7,621;7,709;;;;0,1740;0,295;6,664
174,2000;0,491;-1,863;3,484;2,117;-0,105;609,700000;7,617;7,700;0,871;7,621;7,709;;;;0,1742;0,291;6,718
174,4000;0,496;-1,761;3,488;8,129;-0,027;610,400000;7,626;7,705;0,872;7,617;7,709;;;;0,1744;0,286;6,772
174,6000;0,501;-1,653;3,492;5,546;0,076;611,100000;7,617;7,705;0,873;7,626;7,709;;;;0,1746;0,281;6,825
174,8000;0,505;-1,556;3,496;-8,076;0,061;611,800000;7,626;7,705;0,874;7,621;7,705;;;;0,1748;0,276;6,879
175,0000;0,496;-1,453;3,500;-7,763;-0,061;612,500000;7,621;7,705;0,875;7,621;7,709;;;;0,1750;0,266;6,923
175,2000;0,501;-1,350;3,504;-3,968;-0,100;613,200000;7,621;7,700;0,876;7,621;7,709;;;;0,1752;0,261;6,972
175,4000;0,501;-1,248;3,508;8,452;-0,012;613,900000;7,626;7,705;0,877;7,617;7,705;;;;0,1754;0,252;7,016
175,6000;0,496;-1,145;3,512;7,328;0,076;614,600000;7,621;7,705;0,878;7,631;7,714;;;;0,1756;0,247;7,065
175,8000;0,505;-1,038;3,516;1,272;0,081;615,300000;7,626;7,705;0,879;7,621;7,705;;;;0,1758;0,247;7,104
176,0000;0,510;-0,930;3,520;-8,247;-0,061;616,000000;7,626;7,709;0,880;7,617;7,709;;;;0,1760;0,237;7,153
176,2000;0,510;-0,828;3,524;-6,601;-0,100;616,700000;7,626;7,705;0,881;7,617;7,709;;;;0,1762;0,232;7,197
176,4000;0,515;-0,720;3,528;2,532;-0,056;617,400000;7,621;7,709;0,882;7,617;7,700;;;;0,1764;0,227;7,236
176,6000;0,510;-0,623;3,532;8,105;0,081;618,100000;7,621;7,700;0,883;7,626;7,709;;;;0,1766;0,222;7,275
176,8000;0,505;-0,520;3,536;5,458;0,076;618,800000;7,626;7,709;0,884;7,621;7,705;;;;0,1768;0,212;7,314
177,0000;0,510;-0,422;3,540;-8,447;-0,042;619,500000;7,621;7,705;0,885;7,621;7,709;;;;0,1770;0,203;7,348
177,2000;0,505;-0,310;3,544;-7,729;-0,090;620,200000;7,626;7,700;0,886;7,621;7,709;;;;0,1772;0,203;7,387
177,4000;0,515;-0,203;3,548;-3,773;-0,051;620,900000;7,621;7,705;0,887;7,617;7,705;;;;0,1774;0,198;7,421
177,6000;0,515;-0,100;3,552;8,437;0,076;621,600000;7,621;7,705;0,888;7,621;7,709;;;;0,1776;0,193;7,460
177,8000;0,510;0,002;3,556;7,289;0,071;622,300000;7,621;7,705;0,889;7,621;7,705;;;;0,1778;0,188;7,490
178,0000;0,515;0,105;3,560;0,906;-0,027;623,000000;7,621;7,700;0,890;7,621;7,709;;;;0,1780;0,183;7,524
178,2000;0,510;0,212;3,564;-8,227;-0,105;623,700000;7,631;7,705;0,891;7,621;7,709;;;;0,1782;0,173;7,553
178,4000;0,510;0,310;3,568;-6,518;-0,051;624,400000;7,621;7,705;0,892;7,612;7,700;;;;0,1784;0,164;7,578
178,6000;0,510;0,418;3,572;3,011;0,037;625,100000;7,626;7,705;0,893;7,626;7,714;;;;0,1786;0,154;7,607
178,8000;0,510;0,525;3,576;8,090;0,071;625,800000;7,626;7,709;0,894;7,621;7,705;;;;0,1788;0,154;7,636
179,0000;0,510;0,628;3,580;5,297;-0,017;626,500000;7,626;7,700;0,895;7,621;7,714;;;;0,1790;0,144;7,661
179,2000;0,515;0,730;3,584;-8,442;-0,081;627,200000;7,626;7,705;0,896;7,626;7,709;;;;0,1792;0,139;7,685
179,4000;0,515;0,838;3,588;-7,700;-0,046;627,900000;7,621;7,700;0,897;7,617;7,709;;;;0,1794;0,139;7,709
179,6000;0,515;0,935;3,592;-3,563;0,037;628,600000;7,626;7,709;0,898;7,626;7,714;;;;0,1796;0,134;7,729
179,8000;0,510;1,038;3,596;8,427;0,061;629,300000;7,621;7,705;0,899;7,617;7,709;;;;0,1798;0,120;7,748
180,0000;0,510;1,140;3,600;7,211;-0,042;630,000000;7,631;7,705;0,900;7,617;7,705;;;;0,1800;0,115;7,763
180,2000;0,505;1,243;3,604;0,589;-0,061;630,700000;7,621;7,705;0,901;7,626;7,705;;;;0,1802;0,105;7,783
180,4000;0,510;1,350;3,608;-8,212;-0,056;631,400000;7,621;7,695;0,902;7,617;7,700;;;;0,1804;0,100;7,797
180,6000;0,510;1,453;3,612;-6,415;0,042;632,100000;7,626;7,705;0,903;7,626;7,709;;;;0,1806;0,095;7,817
180,8000;0,510;1,560;3,616;3,455;0,042;632,800000;7,621;7,700;0,904;7,621;7,705;;;;0,1808;0,095;7,832
181,0000;0,510;1,663;3,620;8,046;-0,032;633,500000;7,626;7,700;0,905;7,621;7,705;;;;0,1810;0,085;7,841
181,2000;0,505;1,761;3,624;5,160;-0,061;634,200000;7,621;7,700;0,906;7,626;7,705;;;;0,1812;0,081;7,851
181,4000;0,510;1,858;3,628;-8,437;-0,042;634,900000;7,626;7,705;0,907;7,621;7,705;;;;0,1814;0,076;7,866
181,6000;0,501;1,961;3,632;-7,656;0,042;635,600000;7,626;7,709;0,908;7,626;7,709;;;;0,1816;0,066;7,866
181,8000;0,496;2,063;3,636;-3,368;0,037;636,300000;7,621;7,700;0,909;7,621;7,709;;;;0,1818;0,061;7,875
182,0000;0,501;2,166;3,640;8,413;-0,032;637,000000;7,631;7,705;0,910;7,621;7,709;;;;0,1820;0,051;7,880
182,2000;0,501;2,269;3,644;7,162;-0,066;637,700000;7,621;7,705;0,911;7,621;7,705;;;;0,1822;0,037;7,875
182,4000;0,501;2,366;3,648;0,271;-0,017;638,400000;7,621;7,705;0,912;7,617;7,705;;;;0,1824;0,027;7,875
182,6000;0,501;2,464;3,652;-8,193;0,051;639,100000;7,626;7,705;0,913;7,621;7,709;;;;0,1826;0,022;7,880
182,8000;0,501;2,562;3,656;-6,342;0,042;639,800000;7,626;7,705;0,914;7,621;7,700;;;;0,1828;0,012;7,871
183,0000;0,496;2,659;3,660;3,968;-0,066;640,500000;7,621;7,709;0,915;7,621;7,709;;;;0,1830;0,002;7,856
183,2000;0,491;2,752;3,664;8,022;-0,071;641,200000;7,621;7,705;0,916;7,626;7,705;;;;0,1832;-0,007;7,851
183,4000;0,486;2,855;3,668;5,028;-0,032;641,900000;7,626;7,705;0,917;7,621;7,705;;;;0,1834;-0,017;7,841
183,6000;0,486;2,952;3,672;-8,432;0,046;642,600000;7,626;7,705;0,918;7,626;7,709;;;;0,1836;-0,027;7,836
183,8000;0,486;3,050;3,676;-7,621;0,037;643,300000;7,621;7,700;0,919;7,621;7,705;;;;0,1838;-0,027;7,822
184,0000;0,486;3,148;3,680;-3,133;-0,066;644,000000;7,621;7,709;0,920;7,621;7,705;;;;0,1840;-0,037;7,812
184,2000;0,486;3,245;3,684;8,403;-0,071;644,700000;7,621;7,705;0,921;7,626;7,700;;;;0,1842;-0,042;7,802
184,4000;0,481;3,333;3,688;7,099;-0,017;645,400000;7,621;7,705;0,922;7,621;7,705;;;;0,1844;-0,046;7,783
