"Laatste: Tijd (ms)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)"
;;;1,212;-5,370;0,051;212,100000;7,607;7,705;0,303;4,803;7,680
;;;1,216;-7,929;0,042;212,800000;7,612;7,705;0,304;4,833;7,690
;;;1,220;-4,794;-0,066;213,500000;7,602;7,700;0,305;4,857;7,685
;;;1,224;8,486;-0,071;214,200000;7,612;7,705;0,306;4,882;7,685
;;;1,228;7,582;-0,027;214,900000;7,602;7,705;0,307;4,916;7,690
;;;1,232;2,547;0,066;215,600000;7,607;7,705;0,308;4,940;7,685
;;;1,236;-8,315;0,051;216,300000;7,602;7,705;0,309;4,969;7,685
;;;1,240;-6,967;-0,061;217,000000;7,607;7,705;0,310;4,994;7,685
;;;1,244;0,476;-0,100;217,700000;7,607;7,709;0,311;5,009;7,680
;;;1,248;8,212;-0,027;218,400000;7,607;7,700;0,312;5,048;7,685
;;;1,252;6,029;0,061;219,100000;7,612;7,705;0,313;5,067;7,680
;;;1,256;-5,712;0,076;219,800000;7,602;7,705;0,314;5,096;7,690
;;;1,260;-7,900;-0,056;220,500000;7,602;7,700;0,315;5,126;7,690
;;;1,264;-4,676;-0,095;221,200000;7,602;7,700;0,316;5,145;7,690
;;;1,268;8,486;-0,017;221,900000;7,607;7,700;0,317;5,170;7,690
;;;1,272;7,534;0,051;222,600000;7,607;7,705;0,318;5,194;7,685
;;;1,276;2,376;0,081;223,300000;7,597;7,700;0,319;5,214;7,690
;;;1,280;-8,305;-0,056;224,000000;7,612;7,705;0,320;5,243;7,690
;;;1,284;-6,908;-0,100;224,700000;7,607;7,705;0,321;5,258;7,685
;;;1,288;0,774;-0,066;225,400000;7,607;7,700;0,322;5,292;7,690
;;;1,292;8,188;0,056;226,100000;7,607;7,705;0,323;5,311;7,695
;;;1,296;5,966;0,076;226,800000;7,612;7,700;0,324;5,331;7,690
;;;1,300;-6,244;-0,032;227,500000;7,612;7,709;0,325;5,360;7,690
;;;1,304;-7,880;-0,095;228,200000;7,602;7,700;0,326;5,375;7,690
;;;1,308;-4,559;-0,066;228,900000;7,607;7,705;0,327;5,404;7,690
;;;1,312;8,466;0,051;229,600000;7,607;7,705;0,328;5,424;7,690
;;;1,316;7,504;0,071;230,300000;7,607;7,700;0,329;5,443;7,690
;;;1,320;2,132;-0,027;231,000000;7,607;7,705;0,330;5,473;7,695
;;;1,324;-8,291;-0,095;231,700000;7,607;7,700;0,331;5,482;7,685
;;;1,328;-6,860;-0,051;232,400000;7,612;7,705;0,332;5,512;7,690
;;;1,332;1,126;0,012;233,100000;7,607;7,700;0,333;5,531;7,695
;;;1,336;8,168;0,071;233,800000;7,607;7,700;0,334;5,551;7,690
;;;1,340;5,844;-0,027;234,500000;7,607;7,709;0,335;5,575;7,695
;;;1,344;-6,659;-0,076;235,200000;7,612;7,700;0,336;5,590;7,690
;;;1,348;-7,856;-0,056;235,900000;7,612;7,709;0,337;5,614;7,700
;;;1,352;-4,383;0,022;236,600000;7,612;7,700;0,338;5,629;7,690
;;;1,356;8,471;0,071;237,300000;7,612;7,705;0,339;5,648;7,690
;;;1,360;7,455;-0,032;238,000000;7,607;7,705;0,340;5,673;7,690
;;;1,364;1,927;-0,061;238,700000;7,612;7,709;0,341;5,692;7,685
;;;1,368;-8,286;-0,056;239,400000;7,612;7,705;0,342;5,712;7,695
;;;1,372;-6,786;0,017;240,100000;7,607;7,700;0,343;5,726;7,685
;;;1,376;1,424;0,032;240,800000;7,607;7,705;0,344;5,746;7,695
;;;1,380;8,154;-0,042;241,500000;7,607;7,705;0,345;5,770;7,695
;;;1,384;5,756;-0,066;242,200000;7,612;7,705;0,346;5,785;7,690
;;;1,388;-7,114;-0,032;242,900000;7,607;7,700;0,347;5,800;7,695
;;;1,392;-7,827;0,027;243,600000;7,607;7,705;0,348;5,824;7,690
;;;1,396;-4,281;0,037;244,300000;7,607;7,705;0,349;5,834;7,695
;;;1,400;8,452;-0,032;245,000000;7,612;7,700;0,350;5,858;7,695
;;;1,404;7,416;-0,061;245,700000;7,612;7,705;0,351;5,873;7,690
;;;1,408;1,702;-0,022;246,400000;7,607;7,700;0,352;5,893;7,700
;;;1,412;-8,271;0,032;247,100000;7,612;7,705;0,353;5,912;7,695
;;;1,416;-6,737;0,046;247,800000;7,607;7,705;0,354;5,922;7,690
;;;1,420;1,785;-0,066;248,500000;7,612;7,705;0,355;5,946;7,695
;;;1,424;8,144;-0,056;249,200000;7,612;7,700;0,356;5,956;7,690
;;;1,428;5,707;-0,012;249,900000;7,607;7,700;0,357;5,976;7,695
;;;1,432;-7,612;0,042;250,600000;7,612;7,709;0,358;5,995;7,695
;;;1,436;-7,802;0,042;251,300000;7,607;7,705;0,359;6,010;7,695
;;;1,440;-4,125;-0,071;252,000000;7,612;7,700;0,360;6,029;7,700
;;;1,444;8,452;-0,066;252,700000;7,612;7,700;0,361;6,039;7,685
;;;1,448;7,392;-0,022;253,400000;7,612;7,700;0,362;6,054;7,695
;;;1,452;1,448;0,066;254,100000;7,612;7,709;0,363;6,073;7,695
;;;1,456;-8,261;0,046;254,800000;7,612;7,695;0,364;6,083;7,695
;;;1,460;-6,679;-0,061;255,500000;7,612;7,705;0,365;6,107;7,700
;;;1,464;2,103;-0,105;256,200000;7,607;7,700;0,366;6,122;7,695
;;;1,468;8,129;-0,037;256,900000;7,612;7,700;0,367;6,127;7,700
;;;1,472;5,556;0,061;257,600000;7,607;7,705;0,368;6,151;7,695
;;;1,476;-8,027;0,066;258,300000;7,612;7,705;0,369;6,156;7,695
;;;1,480;-7,773;-0,056;259,000000;7,612;7,709;0,370;6,181;7,695
;;;1,484;-3,973;-0,100;259,700000;7,612;7,695;0,371;6,190;7,690
;;;1,488;8,452;-0,027;260,400000;7,612;7,700;0,372;6,205;7,695
;;;1,492;7,328;0,051;261,100000;7,607;7,705;0,373;6,225;7,700
;;;1,496;1,282;0,081;261,800000;7,617;7,700;0,374;6,230;7,695
;;;1,500;-8,252;-0,061;262,500000;7,612;7,700;0,375;6,249;7,695
;;;1,504;-6,606;-0,095;263,200000;7,612;7,695;0,376;6,264;7,695
;;;1,508;2,444;-0,066;263,900000;7,612;7,705;0,377;6,278;7,700
;;;1,512;8,105;0,056;264,600000;7,612;7,700;0,378;6,293;7,700
;;;1,516;5,482;0,081;265,300000;7,617;7,705;0,379;6,298;7,690
;;;1,520;-8,427;-0,042;266,000000;7,607;7,700;0,380;6,322;7,700
;;;1,524;-7,753;-0,095;266,700000;7,612;7,705;0,381;6,322;7,685
;;;1,528;-3,836;-0,061;267,400000;7,607;7,705;0,382;6,337;7,700
;;;1,532;8,437;0,051;268,100000;7,612;7,700;0,383;6,357;7,695
;;;1,536;7,304;0,071;268,800000;7,612;7,709;0,384;6,366;7,695
;;;1,540;0,969;-0,032;269,500000;7,607;7,695;0,385;6,376;7,700
;;;1,544;-8,232;-0,095;270,200000;7,612;7,700;0,386;6,396;7,695
;;;1,548;-6,547;-0,061;270,900000;7,612;7,705;0,387;6,405;7,700
;;;1,552;2,855;0,022;271,600000;7,617;7,709;0,388;6,420;7,700
;;;1,556;8,081;0,066;272,300000;7,607;7,700;0,389;6,425;7,700
;;;1,560;5,336;-0,027;273,000000;7,612;7,700;0,390;6,440;7,700
;;;1,564;-8,452;-0,090;273,700000;7,612;7,705;0,391;6,449;7,695
;;;1,568;-7,719;-0,056;274,400000;7,607;7,695;0,392;6,464;7,695
;;;1,572;-3,646;0,022;275,100000;7,617;7,705;0,393;6,479;7,700
;;;1,576;8,432;0,071;275,800000;7,617;7,700;0,394;6,484;7,695
;;;1,580;7,255;-0,027;276,500000;7,612;7,705;0,395;6,498;7,700
;;;1,584;0,735;-0,061;277,200000;7,612;7,705;0,396;6,513;7,700
;;;1,588;-8,227;-0,056;277,900000;7,612;7,700;0,397;6,518;7,700
;;;1,592;-6,474;0,027;278,600000;7,621;7,709;0,398;6,532;7,705
;;;1,596;3,192;0,037;279,300000;7,612;7,700;0,399;6,537;7,695
;;;1,600;8,066;-0,032;280,000000;7,617;7,705;0,400;6,552;7,700
;;;1,604;5,238;-0,061;280,700000;7,612;7,705;0,401;6,562;7,700
;;;1,608;-8,437;-0,037;281,400000;7,612;7,700;0,402;6,571;7,700
;;;1,612;-7,690;0,027;282,100000;7,612;7,705;0,403;6,586;7,700
;;;1,616;-3,509;0,037;282,800000;7,617;7,695;0,404;6,586;7,695
;;;1,620;8,413;-0,037;283,500000;7,617;7,709;0,405;6,606;7,705
;;;1,624;7,192;-0,071;284,200000;7,612;7,700;0,406;6,611;7,695
;;;1,628;0,491;-0,017;284,900000;7,617;7,705;0,407;6,620;7,700
;;;1,632;-8,212;0,032;285,600000;7,612;7,705;0,408;6,640;7,705
;;;1,636;-6,405;0,046;286,300000;7,612;7,705;0,409;6,645;7,700
;;;1,640;3,602;-0,066;287,000000;7,612;7,705;0,410;6,654;7,700
;;;1,644;8,042;-0,066;287,700000;7,617;7,700;0,411;6,664;7,695
;;;1,648;5,140;-0,032;288,400000;7,617;7,705;0,412;6,669;7,700
;;;1,652;-8,447;0,037;289,100000;7,612;7,700;0,413;6,684;7,700
;;;1,656;-7,665;0,042;289,800000;7,617;7,705;0,414;6,689;7,700
;;;1,660;-3,328;-0,076;290,500000;7,612;7,705;0,415;6,703;7,705
;;;1,664;8,408;-0,076;291,200000;7,617;7,700;0,416;6,713;7,700
;;;1,668;7,153;-0,027;291,900000;7,612;7,705;0,417;6,718;7,705
;;;1,672;0,173;0,066;292,600000;7,617;7,705;0,418;6,728;7,700
;;;1,676;-8,198;0,042;293,300000;7,617;7,705;0,419;6,737;7,695
;;;1,680;-6,332;-0,056;294,000000;7,612;7,705;0,420;6,747;7,705
;;;1,684;3,900;-0,095;294,700000;7,617;7,700;0,421;6,757;7,700
;;;1,688;8,032;-0,017;295,400000;7,617;7,705;0,422;6,757;7,700
;;;1,692;5,004;0,066;296,100000;7,617;7,700;0,423;6,777;7,705
;;;1,696;-8,437;0,051;296,800000;7,621;7,705;0,424;6,781;7,695
;;;1,700;-7,631;-0,066;297,500000;7,612;7,700;0,425;6,791;7,705
;;;1,704;-3,187;-0,105;298,200000;7,621;7,705;0,426;6,801;7,700
;;;1,708;8,413;-0,027;298,900000;7,612;7,700;0,427;6,806;7,705
;;;1,712;7,099;0,066;299,600000;7,621;7,705;0,428;6,821;7,700
;;;1,716;0,002;0,085;300,300000;7,612;7,705;0,429;6,825;7,700
;;;1,720;-8,183;-0,056;301,000000;7,617;7,695;0,430;6,830;7,709
;;;1,724;-6,264;-0,100;301,700000;7,617;7,705;0,431;6,840;7,700
;;;1,728;4,271;-0,051;302,400000;7,607;7,700;0,432;6,840;7,700
;;;1,732;8,002;0,056;303,100000;7,617;7,700;0,433;6,860;7,700
;;;1,736;4,926;0,076;303,800000;7,612;7,705;0,434;6,860;7,695
;;;1,740;-8,432;-0,051;304,500000;7,617;7,700;0,435;6,869;7,700
;;;1,744;-7,597;-0,100;305,200000;7,612;7,705;0,436;6,879;7,700
;;;1,748;-3,026;-0,056;305,900000;7,617;7,700;0,437;6,879;7,700
;;;1,752;8,393;0,061;306,600000;7,621;7,709;0,438;6,899;7,705
;;;1,756;7,065;0,076;307,300000;7,612;7,705;0,439;6,899;7,695
;;;1,760;-0,315;-0,017;308,000000;7,621;7,705;0,440;6,904;7,700
;;;1,764;-8,173;-0,085;308,700000;7,612;7,705;0,441;6,913;7,700
;;;1,768;-6,190;-0,051;309,400000;7,612;7,705;0,442;6,918;7,700
;;;1,772;4,745;0,032;310,100000;7,617;7,709;0,443;6,928;7,705
;;;1,776;7,983;0,076;310,800000;7,612;7,700;0,444;6,933;7,690
;;;1,780;4,789;-0,022;311,500000;7,621;7,695;0,445;6,943;7,705
;;;1,784;-8,422;-0,090;312,200000;7,612;7,700;0,446;6,952;7,700
;;;1,788;-7,563;-0,046;312,900000;7,617;7,700;0,447;6,952;7,700
;;;1,792;-2,791;0,027;313,600000;7,612;7,700;0,448;6,967;7,709
;;;1,796;8,388;0,076;314,300000;7,617;7,700;0,449;6,967;7,695
;;;1,800;6,991;-0,032;315,000000;7,617;7,705;0,450;6,972;7,700
;;;1,804;-0,579;-0,066;315,700000;7,607;7,700;0,451;6,982;7,705
;;;1,808;-8,164;-0,061;316,400000;7,621;7,705;0,452;6,982;7,700
;;;1,812;-6,103;0,022;317,100000;7,617;7,705;0,453;6,996;7,709
;;;1,816;5,101;0,037;317,800000;7,617;7,705;0,454;7,001;7,695
;;;1,820;7,954;-0,037;318,500000;7,617;7,705;0,455;7,006;7,700
;;;1,824;4,642;-0,061;319,200000;7,612;7,695;0,456;7,011;7,700
;;;1,828;-8,413;-0,051;319,900000;7,617;7,705;0,457;7,011;7,700
;;;1,832;-7,524;0,027;320,600000;7,612;7,700;0,458;7,026;7,700
;;;1,836;-2,645;0,032;321,300000;7,617;7,700;0,459;7,026;7,700
;;;1,840;8,369;-0,032;322,000000;7,612;7,700;0,460;7,035;7,700
;;;1,844;6,933;-0,066;322,700000;7,612;7,700;0,461;7,040;7,700
;;;1,848;-0,921;-0,012;323,400000;7,621;7,705;0,462;7,040;7,695
;;;1,852;-8,149;0,022;324,100000;7,612;7,695;0,463;7,050;7,705
;;;1,856;-6,034;0,037;324,800000;7,617;7,705;0,464;7,060;7,700
;;;1,860;5,507;-0,066;325,500000;7,612;7,700;0,465;7,060;7,700
;;;1,864;7,924;-0,071;326,200000;7,621;7,705;0,466;7,070;7,700
;;;1,868;4,525;-0,017;326,900000;7,617;7,705;0,467;7,070;7,700
;;;1,872;-8,403;0,037;327,600000;7,621;7,705;0,468;7,079;7,705
;;;1,876;-7,495;0,042;328,300000;7,617;7,705;0,469;7,084;7,700
;;;1,880;-2,396;-0,071;329,000000;7,612;7,700;0,470;7,089;7,700
;;;1,884;8,354;-0,071;329,700000;7,621;7,709;0,471;7,099;7,705
;;;1,888;6,879;-0,027;330,400000;7,617;7,700;0,472;7,099;7,700
;;;1,892;-1,297;0,061;331,100000;7,621;7,700;0,473;7,109;7,705
;;;1,896;-8,125;0,046;331,800000;7,617;7,709;0,474;7,114;7,705
;;;1,900;-5,922;-0,066;332,500000;7,612;7,700;0,475;7,118;7,705
;;;1,904;6,029;-0,095;333,200000;7,621;7,700;0,476;7,123;7,705
;;;1,908;7,910;-0,022;333,900000;7,612;7,700;0,477;7,123;7,700
;;;1,912;4,359;0,061;334,600000;7,621;7,705;0,478;7,138;7,705
;;;1,916;-8,408;0,042;335,300000;7,617;7,705;0,479;7,138;7,705
;;;1,920;-7,455;-0,061;336,000000;7,617;7,705;0,480;7,138;7,705
;;;1,924;-2,210;-0,105;336,700000;7,617;7,705;0,481;7,148;7,705
;;;1,928;8,354;-0,022;337,400000;7,617;7,700;0,482;7,148;7,700
;;;1,932;6,816;0,066;338,100000;7,617;7,705;0,483;7,158;7,709
;;;1,936;-1,516;0,085;338,800000;7,612;7,700;0,484;7,162;7,705
;;;1,940;-8,115;-0,051;339,500000;7,617;7,705;0,485;7,162;7,705
;;;1,944;-5,844;-0,100;340,200000;7,621;7,705;0,486;7,172;7,705
;;;1,948;6,440;-0,037;340,900000;7,617;7,705;0,487;7,172;7,700
;;;1,952;7,880;0,056;341,600000;7,617;7,705;0,488;7,182;7,709
;;;1,956;4,252;0,081;342,300000;7,617;7,695;0,489;7,182;7,700
;;;1,960;-8,393;-0,051;343,000000;7,621;7,709;0,490;7,187;7,705
;;;1,964;-7,411;-0,095;343,700000;7,612;7,700;0,491;7,197;7,700
;;;1,968;-2,015;-0,056;344,400000;7,621;7,700;0,492;7,192;7,705
;;;1,972;8,335;0,061;345,100000;7,617;7,700;0,493;7,201;7,705
;;;1,976;6,762;0,071;345,800000;7,617;7,705;0,494;7,206;7,705
;;;1,980;-1,951;-0,027;346,500000;7,621;7,709;0,495;7,211;7,705
;;;1,984;-8,090;-0,100;347,200000;7,621;7,700;0,496;7,216;7,705
;;;1,988;-5,756;-0,056;347,900000;7,621;7,709;0,497;7,221;7,700
;;;1,992;6,943;0,037;348,600000;7,612;7,705;0,498;7,226;7,709
;;;1,996;7,861;0,076;349,300000;7,617;7,705;0,499;7,226;7,700
;;;2,000;4,085;-0,017;350,000000;7,612;7,705;0,500;7,226;7,705
;;;2,004;-8,388;-0,100;350,700000;7,621;7,705;0,501;7,236;7,700
;;;2,008;-7,382;-0,042;351,400000;7,617;7,705;0,502;7,231;7,700
;;;2,012;-1,770;0,017;352,100000;7,617;7,700;0,503;7,241;7,705
;;;2,016;8,335;0,071;352,800000;7,621;7,709;0,504;7,241;7,700
;;;2,020;6,703;-0,027;353,500000;7,612;7,705;0,505;7,245;7,705
;;;2,024;-2,230;-0,056;354,200000;7,621;7,705;0,506;7,255;7,705
;;;2,028;-8,076;-0,037;354,900000;7,617;7,709;0,507;7,255;7,705
;;;2,032;-5,643;0,032;355,600000;7,621;7,705;0,508;7,265;7,709
;;;2,036;7,368;0,051;356,300000;7,612;7,705;0,509;7,270;7,705
;;;2,040;7,827;-0,032;357,000000;7,621;7,705;0,510;7,260;7,705
;;;2,044;3,939;-0,061;357,700000;7,626;7,705;0,511;7,275;7,700
;;;2,048;-8,379;-0,056;358,400000;7,612;7,700;0,512;7,270;7,705
;;;2,052;-7,328;0,032;359,100000;7,621;7,705;0,513;7,280;7,709
;;;2,056;-1,556;0,037;359,800000;7,617;7,705;0,514;7,280;7,705
;;;2,060;8,305;-0,037;360,500000;7,621;7,705;0,515;7,280;7,709
;;;2,064;6,620;-0,066;361,200000;7,626;7,705;0,516;7,289;7,705
;;;2,068;-2,664;-0,027;361,900000;7,617;7,705;0,517;7,284;7,705
;;;2,072;-8,056;0,027;362,600000;7,621;7,705;0,518;7,294;7,709
;;;2,076;-5,560;0,037;363,300000;7,612;7,705;0,519;7,299;7,705
;;;2,080;7,846;-0,051;364,000000;7,617;7,705;0,520;7,299;7,709
;;;2,084;7,797;-0,066;364,700000;7,617;7,705;0,521;7,309;7,705
;;;2,088;3,763;-0,017;365,400000;7,617;7,700;0,522;7,304;7,700
;;;2,092;-8,374;0,027;366,100000;7,621;7,709;0,523;7,314;7,709
;;;2,096;-7,299;0,032;366,800000;7,617;7,705;0,524;7,319;7,705
;;;2,100;-1,287;-0,066;367,500000;7,621;7,705;0,525;7,319;7,705
;;;2,104;8,300;-0,071;368,200000;7,617;7,700;0,526;7,328;7,705
;;;2,108;6,557;-0,022;368,900000;7,621;7,705;0,527;7,324;7,700
;;;2,112;-3,089;0,066;369,600000;7,617;7,709;0,528;7,328;7,714
;;;2,116;-8,032;0,046;370,300000;7,617;7,700;0,529;7,328;7,705
;;;2,120;-5,443;-0,061;371,000000;7,626;7,705;0,530;7,328;7,705
;;;2,124;8,286;-0,090;371,700000;7,617;7,705;0,531;7,333;7,700
;;;2,128;7,763;-0,037;372,400000;7,617;7,700;0,532;7,338;7,700
;;;2,132;3,568;0,066;373,100000;7,621;7,705;0,533;7,338;7,709
;;;2,136;-8,359;0,046;373,800000;7,621;7,700;0,534;7,348;7,705
;;;2,140;-7,236;-0,056;374,500000;7,617;7,700;0,535;7,343;7,705
;;;2,144;-1,033;-0,105;375,200000;7,617;7,700;0,536;7,353;7,705
;;;2,148;8,295;-0,027;375,900000;7,621;7,705;0,537;7,353;7,705
;;;2,152;6,469;0,066;376,600000;7,617;7,705;0,538;7,358;7,709
;;;2,156;-3,387;0,071;377,300000;7,617;7,705;0,539;7,358;7,700
;;;2,160;-8,017;-0,066;378,000000;7,617;7,705;0,540;7,358;7,705
;;;2,164;-5,331;-0,110;378,700000;7,621;7,705;0,541;7,368;7,709
;;;2,168;8,515;-0,046;379,400000;7,621;7,709;0,542;7,363;7,700
;;;2,172;7,724;0,061;380,100000;7,621;7,700;0,543;7,368;7,709
;;;2,176;3,446;0,081;380,800000;7,621;7,700;0,544;7,372;7,705
;;;2,180;-8,354;-0,056;381,500000;7,621;7,705;0,545;7,377;7,705
;;;2,184;-7,192;-0,095;382,200000;7,617;7,700;0,546;7,377;7,709
;;;2,188;-0,779;-0,066;382,900000;7,621;7,705;0,547;7,382;7,705
;;;2,192;8,266;0,061;383,600000;7,617;7,705;0,548;7,382;7,714
;;;2,196;6,415;0,066;384,300000;7,621;7,705;0,549;7,387;7,705
;;;2,200;-3,915;-0,027;385,000000;7,617;7,700;0,550;7,382;7,705
;;;2,204;-7,993;-0,095;385,700000;7,621;7,705;0,551;7,392;7,705
;;;2,208;-5,209;-0,056;386,400000;7,621;7,709;0,552;7,392;7,705
;;;2,212;8,510;0,051;387,100000;7,621;7,700;0,553;7,387;7,714
;;;2,216;7,700;0,076;387,800000;7,621;7,709;0,554;7,402;7,709
;;;2,220;3,197;-0,017;388,500000;7,612;7,700;0,555;7,397;7,709
;;;2,224;-8,339;-0,095;389,200000;7,621;7,705;0,556;7,402;7,709
;;;2,228;-7,138;-0,056;389,900000;7,617;7,705;0,557;7,402;7,705
;;;2,232;-0,442;0,027;390,600000;7,621;7,705;0,558;7,407;7,709
;;;2,236;8,271;0,081;391,300000;7,617;7,705;0,559;7,407;7,709
;;;2,240;6,313;-0,022;392,000000;7,617;7,695;0,560;7,407;7,700
;;;2,244;-4,310;-0,066;392,700000;7,626;7,705;0,561;7,416;7,709
;;;2,248;-7,973;-0,056;393,400000;7,617;7,700;0,562;7,416;7,700
;;;2,252;-5,077;0,027;394,100000;7,621;7,700;0,563;7,411;7,705
;;;2,256;8,505;0,056;394,800000;7,617;7,705;0,564;7,416;7,709
;;;2,260;7,661;-0,032;395,500000;7,621;7,705;0,565;7,416;7,705
;;;2,264;3,016;-0,056;396,200000;7,621;7,709;0,566;7,426;7,709
;;;2,268;-8,330;-0,051;396,900000;7,621;7,705;0,567;7,426;7,700
;;;2,272;-7,079;0,037;397,600000;7,621;7,705;0,568;7,426;7,709
;;;2,276;-0,208;0,032;398,300000;7,617;7,700;0,569;7,431;7,705
;;;2,280;8,242;-0,032;399,000000;7,621;7,705;0,570;7,426;7,705
;;;2,284;6,225;-0,066;399,700000;7,621;7,709;0,571;7,436;7,709
;;;2,288;-4,774;-0,027;400,400000;7,621;7,705;0,572;7,431;7,700
;;;2,292;-7,954;0,032;401,100000;7,621;7,709;0,573;7,431;7,700
;;;2,296;-4,960;0,042;401,800000;7,617;7,700;0,574;7,436;7,705
;;;2,300;8,496;-0,037;402,500000;7,621;7,705;0,575;7,436;7,700
;;;2,304;7,617;-0,061;403,200000;7,621;7,700;0,576;7,446;7,709
;;;2,308;2,811;-0,017;403,900000;7,621;7,709;0,577;7,446;7,709
;;;2,312;-8,330;0,032;404,600000;7,621;7,705;0,578;7,446;7,709
;;;2,316;-7,035;0,042;405,300000;7,617;7,705;0,579;7,451;7,705
;;;2,320;0,173;-0,071;406,000000;7,626;7,709;0,580;7,446;7,700
;;;2,324;8,222;-0,081;406,700000;7,621;7,700;0,581;7,451;7,709
;;;2,328;6,142;-0,027;407,400000;7,621;7,705;0,582;7,451;7,705
;;;2,332;-5,341;0,061;408,100000;7,621;7,705;0,583;7,451;7,705
;;;2,336;-7,919;0,042;408,800000;7,621;7,705;0,584;7,460;7,705
;;;2,340;-4,808;-0,066;409,500000;7,621;7,709;0,585;7,455;7,705
;;;2,344;8,486;-0,066;410,200000;7,621;7,700;0,586;7,460;7,709
;;;2,348;7,587;-0,027;410,900000;7,621;7,705;0,587;7,465;7,705
;;;2,352;2,532;0,066;411,600000;7,617;7,705;0,588;7,460;7,705
;;;2,356;-8,310;0,037;412,300000;7,621;7,705;0,589;7,465;7,705
;;;2,360;-6,967;-0,071;413,000000;7,617;7,705;0,590;7,465;7,700
;;;2,364;0,466;-0,110;413,700000;7,621;7,705;0,591;7,470;7,709
;;;2,368;8,212;-0,022;414,400000;7,621;7,709;0,592;7,470;7,705
;;;2,372;6,029;0,066;415,100000;7,621;7,705;0,593;7,465;7,705
;;;2,376;-5,775;0,076;415,800000;7,626;7,709;0,594;7,470;7,709
;;;2,380;-7,900;-0,056;416,500000;7,621;7,709;0,595;7,475;7,705
;;;2,384;-4,672;-0,105;417,200000;7,626;7,709;0,596;7,475;7,705
;;;2,388;8,481;-0,022;417,900000;7,621;7,705;0,597;7,480;7,705
;;;2,392;7,529;0,061;418,600000;7,621;7,700;0,598;7,475;7,705
;;;2,396;2,357;0,085;419,300000;7,617;7,709;0,599;7,490;7,709
;;;2,400;-8,300;-0,056;420,000000;7,621;7,705;0,600;7,480;7,709
;;;2,404;-6,899;-0,100;420,700000;7,621;7,705;0,601;7,480;7,705
;;;2,408;0,823;-0,061;421,400000;7,617;7,700;0,602;7,485;7,705
;;;2,412;8,183;0,061;422,100000;7,621;7,700;0,603;7,490;7,705
;;;2,416;5,937;0,076;422,800000;7,626;7,705;0,604;7,485;7,709
;;;2,420;-6,322;-0,032;423,500000;7,621;7,695;0,605;7,490;7,709
;;;2,424;-7,871;-0,105;424,200000;7,626;7,709;0,606;7,490;7,705
;;;2,428;-4,510;-0,056;424,900000;7,617;7,705;0,607;7,490;7,705
;;;2,432;8,471;0,061;425,600000;7,621;7,709;0,608;7,495;7,705
;;;2,436;7,499;0,071;426,300000;7,621;7,705;0,609;7,495;7,709
;;;2,440;2,166;-0,022;427,000000;7,621;7,705;0,610;7,495;7,705
;;;2,444;-8,286;-0,095;427,700000;7,621;7,714;0,611;7,495;7,705
;;;2,448;-6,835;-0,051;428,400000;7,621;7,705;0,612;7,499;7,705
;;;2,452;1,258;0,032;429,100000;7,626;7,705;0,613;7,495;7,700
;;;2,456;8,173;0,066;429,800000;7,617;7,705;0,614;7,499;7,709
;;;2,460;5,824;-0,027;430,500000;7,621;7,705;0,615;7,499;7,709
;;;2,464;-6,860;-0,071;431,200000;7,617;7,700;0,616;7,499;7,705
;;;2,468;-7,836;-0,051;431,900000;7,621;7,700;0,617;7,509;7,709
;;;2,472;-4,325;0,032;432,600000;7,621;7,709;0,618;7,504;7,705
;;;2,476;8,466;0,076;433,300000;7,621;7,700;0,619;7,504;7,709
;;;2,480;7,446;-0,027;434,000000;7,626;7,709;0,620;7,509;7,709
;;;2,484;1,814;-0,056;434,700000;7,617;7,709;0,621;7,504;7,705
;;;2,488;-8,276;-0,051;435,400000;7,621;7,709;0,622;7,514;7,709
;;;2,492;-6,762;0,027;436,100000;7,621;7,705;0,623;7,509;7,705
;;;2,496;1,575;0,037;436,800000;7,621;7,709;0,624;7,509;7,709
;;;2,500;8,154;-0,032;437,500000;7,626;7,709;0,625;7,509;7,705
;;;2,504;5,722;-0,066;438,200000;7,617;7,705;0,626;7,514;7,705
;;;2,508;-7,397;-0,022;438,900000;7,626;7,709;0,627;7,519;7,714
;;;2,512;-7,812;0,037;439,600000;7,621;7,705;0,628;7,519;7,705
;;;2,516;-4,208;0,037;440,300000;7,621;7,705;0,629;7,514;7,709
;;;2,520;8,457;-0,037;441,000000;7,617;7,705;0,630;7,519;7,709
;;;2,524;7,392;-0,071;441,700000;7,621;7,705;0,631;7,519;7,705
;;;2,528;1,570;-0,007;442,400000;7,626;7,705;0,632;7,519;7,709
;;;2,532;-8,261;0,037;443,100000;7,617;7,700;0,633;7,524;7,705
;;;2,536;-6,698;0,042;443,800000;7,621;7,705;0,634;7,519;7,709
;;;2,540;2,010;-0,056;444,500000;7,621;7,705;0,635;7,529;7,709
;;;2,544;8,129;-0,061;445,200000;7,621;7,705;0,636;7,529;7,705
;;;2,548;5,600;-0,007;445,900000;7,621;7,709;0,637;7,524;7,714
;;;2,552;-7,939;0,066;446,600000;7,621;7,705;0,638;7,529;7,709
