"Laatste: Tijd (ms)";"Laatste: Potential 1 (V)";"Laatste: Potential 2 (V)";"Latest: Time (s)";"Latest: Potential 1 (V)";"Latest: Potential 2 (V)";"Meting 1: Tijd (ms)";"Meting 1: Potential 1 (V)";"Meting 1: Potential 2 (V)";"Meting 2: Tijd (s)";"Meting 2: Potential 1 (V)";"Meting 2: Potential 2 (V)"
;;;;;;2928,800000;-6,982;-7,060;4,184;7,582;7,705
;;;;;;2929,500000;-6,977;-7,050;4,185;7,582;7,709
;;;;;;2930,200000;-6,982;-7,055;4,186;7,582;7,709
;;;;;;2930,900000;-6,982;-7,055;4,187;7,578;7,700
;;;;;;2931,600000;-6,977;-7,055;4,188;7,582;7,705
;;;;;;2932,300000;-6,987;-7,065;4,189;7,587;7,705
;;;;;;2933,000000;-6,977;-7,055;4,190;7,582;7,705
;;;;;;2933,700000;-6,982;-7,055;4,191;7,587;7,705
;;;;;;2934,400000;-6,977;-7,055;4,192;7,582;7,700
;;;;;;2935,100000;-6,982;-7,050;4,193;7,582;7,709
;;;;;;2935,800000;-6,982;-7,060;4,194;7,587;7,705
;;;;;;2936,500000;-6,982;-7,050;4,195;7,582;7,700
;;;;;;2937,200000;-6,987;-7,055;4,196;7,587;7,705
;;;;;;2937,900000;-6,977;-7,050;4,197;7,587;7,700
;;;;;;2938,600000;-6,987;-7,055;4,198;7,587;7,705
;;;;;;2939,300000;-6,977;-7,055;4,199;7,587;7,705
;;;;;;2940,000000;-6,982;-7,055;4,200;7,582;7,700
;;;;;;2940,700000;-6,982;-7,060;4,201;7,587;7,705
;;;;;;2941,400000;-6,982;-7,055;4,202;7,587;7,700
;;;;;;2942,100000;-6,982;-7,060;4,203;7,587;7,705
;;;;;;2942,800000;-6,977;-7,055;4,204;7,592;7,705
;;;;;;2943,500000;-6,982;-7,055;4,205;7,592;7,700
;;;;;;2944,200000;-6,977;-7,055;4,206;7,587;7,709
;;;;;;2944,900000;-6,982;-7,050;4,207;7,592;7,700
;;;;;;2945,600000;-6,982;-7,055;4,208;7,587;7,705
;;;;;;2946,300000;-6,982;-7,055;4,209;7,597;7,705
;;;;;;2947,000000;-6,982;-7,060;4,210;7,592;7,705
;;;;;;2947,700000;-6,977;-7,050;4,211;7,592;7,709
;;;;;;2948,400000;-6,987;-7,055;4,212;7,592;7,705
;;;;;;2949,100000;-6,977;-7,050;4,213;7,587;7,705
;;;;;;2949,800000;-6,982;-7,055;4,214;7,592;7,705
;;;;;;2950,500000;-6,982;-7,060;4,215;7,592;7,705
;;;;;;2951,200000;-6,982;-7,050;4,216;7,592;7,709
;;;;;;2951,900000;-6,982;-7,060;4,217;7,597;7,705
;;;;;;2952,600000;-6,977;-7,050;4,218;7,592;7,705
;;;;;;2953,300000;-6,982;-7,060;4,219;7,592;7,709
;;;;;;2954,000000;-6,977;-7,055;4,220;7,592;7,700
;;;;;;2954,700000;-6,982;-7,050;4,221;7,592;7,709
;;;;;;2955,400000;-6,982;-7,050;4,222;7,597;7,705
;;;;;;2956,100000;-6,977;-7,050;4,223;7,592;7,700
;;;;;;2956,800000;-6,977;-7,060;4,224;7,602;7,709
;;;;;;2957,500000;-6,977;-7,055;4,225;7,597;7,705
;;;;;;2958,200000;-6,987;-7,055;4,226;7,597;7,709
;;;;;;2958,900000;-6,977;-7,055;4,227;7,597;7,705
;;;;;;2959,600000;-6,982;-7,055;4,228;7,592;7,705
;;;;;;2960,300000;-6,982;-7,060;4,229;7,597;7,705
;;;;;;2961,000000;-6,982;-7,050;4,230;7,597;7,700
;;;;;;2961,700000;-6,982;-7,065;4,231;7,597;7,709
;;;;;;2962,400000;-6,972;-7,050;4,232;7,597;7,709
;;;;;;2963,100000;-6,982;-7,055;4,233;7,592;7,705
;;;;;;2963,800000;-6,977;-7,055;4,234;7,602;7,709
;;;;;;2964,500000;-6,982;-7,055;4,235;7,602;7,709
;;;;;;2965,200000;-6,982;-7,055;4,236;7,597;7,709
;;;;;;2965,900000;-6,982;-7,050;4,237;7,602;7,709
;;;;;;2966,600000;-6,982;-7,060;4,238;7,592;7,700
;;;;;;2967,300000;-6,977;-7,055;4,239;7,597;7,709
;;;;;;2968,000000;-6,982;-7,060;4,240;7,602;7,705
;;;;;;2968,700000;-6,982;-7,050;4,241;7,597;7,705
;;;;;;2969,400000;-6,987;-7,055;4,242;7,602;7,705
;;;;;;2970,100000;-6,982;-7,060;4,243;7,597;7,700
;;;;;;2970,800000;-6,982;-7,050;4,244;7,597;7,709
;;;;;;2971,500000;-6,982;-7,065;4,245;7,607;7,709
;;;;;;2972,200000;-6,977;-7,050;4,246;7,602;7,705
;;;;;;2972,900000;-6,987;-7,055;4,247;7,607;7,705
;;;;;;2973,600000;-6,982;-7,055;4,248;7,602;7,700
;;;;;;2974,300000;-6,982;-7,055;4,249;7,602;7,709
;;;;;;2975,000000;-6,982;-7,055;4,250;7,597;7,700
;;;;;;2975,700000;-6,982;-7,050;4,251;7,597;7,700
;;;;;;2976,400000;-6,982;-7,060;4,252;7,607;7,709
;;;;;;2977,100000;-6,982;-7,050;4,253;7,602;7,700
;;;;;;2977,800000;-6,982;-7,060;4,254;7,602;7,709
;;;;;;2978,500000;-6,977;-7,055;4,255;7,602;7,705
;;;;;;2979,200000;-6,982;-7,055;4,256;7,602;7,705
;;;;;;2979,900000;-6,977;-7,055;4,257;7,607;7,709
;;;;;;2980,600000;-6,982;-7,050;4,258;7,602;7,700
;;;;;;2981,300000;-6,982;-7,060;4,259;7,607;7,709
;;;;;;2982,000000;-6,977;-7,050;4,260;7,602;7,709
;;;;;;2982,700000;-6,987;-7,060;4,261;7,602;7,705
;;;;;;2983,400000;-6,977;-7,055;4,262;7,607;7,705
;;;;;;2984,100000;-6,982;-7,055;4,263;7,607;7,700
;;;;;;2984,800000;-6,982;-7,055;4,264;7,602;7,705
;;;;;;2985,500000;-6,982;-7,050;4,265;7,607;7,705
;;;;;;2986,200000;-6,982;-7,060;4,266;7,602;7,705
;;;;;;2986,900000;-6,977;-7,050;4,267;7,607;7,705
;;;;;;2987,600000;-6,982;-7,060;4,268;7,607;7,705
;;;;;;2988,300000;-6,977;-7,055;4,269;7,602;7,705
;;;;;;2989,000000;-6,982;-7,055;4,270;7,607;7,705
;;;;;;2989,700000;-6,982;-7,055;4,271;7,602;7,700
;;;;;;2990,400000;-6,982;-7,055;4,272;7,607;7,709
;;;;;;2991,100000;-6,982;-7,060;4,273;7,612;7,705
;;;;;;2991,800000;-6,977;-7,055;4,274;7,602;7,709
;;;;;;2992,500000;-6,987;-7,060;4,275;7,612;7,709
;;;;;;2993,200000;-6,982;-7,055;4,276;7,602;7,700
;;;;;;2993,900000;-6,982;-7,060;4,277;7,607;7,709
;;;;;;2994,600000;-6,982;-7,055;4,278;7,607;7,705
;;;;;;2995,300000;-6,977;-7,050;4,279;7,607;7,705
;;;;;;2996,000000;-6,982;-7,060;4,280;7,612;7,709
;;;;;;2996,700000;-6,977;-7,050;4,281;7,607;7,700
;;;;;;2997,400000;-6,982;-7,055;4,282;7,607;7,709
;;;;;;2998,100000;-6,977;-7,055;4,283;7,607;7,700
;;;;;;2998,800000;-6,982;-7,060;4,284;7,607;7,705
;;;;;;2999,500000;-6,977;-7,060;4,285;7,612;7,705
;;;;;;3000,200000;-6,977;-7,050;4,286;7,607;7,705
;;;;;;3000,900000;-6,982;-7,060;4,287;7,607;7,709
;;;;;;3001,600000;-6,977;-7,055;4,288;7,612;7,705
;;;;;;3002,300000;-6,987;-7,060;4,289;7,607;7,709
;;;;;;3003,000000;-6,982;-7,055;4,290;7,612;7,705
;;;;;;3003,700000;-6,982;-7,050;4,291;7,607;7,700
;;;;;;3004,400000;-6,987;-7,055;4,292;7,607;7,705
;;;;;;3005,100000;-6,982;-7,050;4,293;7,612;7,705
;;;;;;3005,800000;-6,982;-7,055;4,294;7,607;7,705
;;;;;;3006,500000;-6,977;-7,050;4,295;7,617;7,709
;;;;;;3007,200000;-6,982;-7,055;4,296;7,612;7,705
;;;;;;3007,900000;-6,977;-7,050;4,297;7,612;7,709
;;;;;;3008,600000;-6,982;-7,055;4,298;7,612;7,705
;;;;;;3009,300000;-6,982;-7,055;4,299;7,607;7,705
;;;;;;3010,000000;-6,982;-7,055;4,300;7,612;7,709
;;;;;;3010,700000;-6,982;-7,060;4,301;7,612;7,705
;;;;;;3011,400000;-6,977;-7,055;4,302;7,607;7,709
;;;;;;3012,100000;-6,987;-7,060;4,303;7,612;7,709
;;;;;;3012,800000;-6,977;-7,060;4,304;7,607;7,705
;;;;;;3013,500000;-6,982;-7,055;4,305;7,612;7,709
;;;;;;3014,200000;-6,982;-7,060;4,306;7,612;7,700
;;;;;;3014,900000;-6,982;-7,050;4,307;7,612;7,709
;;;;;;3015,600000;-6,987;-7,060;4,308;7,621;7,705
;;;;;;3016,300000;-6,972;-7,055;4,309;7,612;7,705
;;;;;;3017,000000;-6,987;-7,050;4,310;7,617;7,709
;;;;;;3017,700000;-6,977;-7,055;4,311;7,612;7,700
;;;;;;3018,400000;-6,982;-7,055;4,312;7,607;7,700
;;;;;;3019,100000;-6,982;-7,060;4,313;7,612;7,705
;;;;;;3019,800000;-6,982;-7,055;4,314;7,612;7,709
;;;;;;3020,500000;-6,987;-7,065;4,315;7,612;7,709
;;;;;;3021,200000;-6,982;-7,055;4,316;7,617;7,705
;;;;;;3021,900000;-6,987;-7,060;4,317;7,612;7,705
;;;;;;3022,600000;-6,977;-7,055;4,318;7,612;7,709
;;;;;;3023,300000;-6,987;-7,055;4,319;7,607;7,705
;;;;;;3024,000000;-6,982;-7,060;4,320;7,612;7,709
;;;;;;3024,700000;-6,982;-7,050;4,321;7,612;7,705
;;;;;;3025,400000;-6,982;-7,060;4,322;7,617;7,709
;;;;;;3026,100000;-6,977;-7,055;4,323;7,617;7,709
;;;;;;3026,800000;-6,982;-7,055;4,324;7,607;7,705
;;;;;;3027,500000;-6,977;-7,060;4,325;7,621;7,709
;;;;;;3028,200000;-6,982;-7,050;4,326;7,617;7,705
;;;;;;3028,900000;-6,982;-7,060;4,327;7,617;7,709
;;;;;;3029,600000;-6,977;-7,055;4,328;7,621;7,705
;;;;;;3030,300000;-6,987;-7,060;4,329;7,612;7,709
;;;;;;3031,000000;-6,977;-7,055;4,330;7,612;7,709
;;;;;;3031,700000;-6,987;-7,060;4,331;7,612;7,705
;;;;;;3032,400000;-6,982;-7,060;4,332;7,612;7,705
;;;;;;3033,100000;-6,982;-7,055;4,333;7,617;7,709
;;;;;;3033,800000;-6,982;-7,060;4,334;7,617;7,705
;;;;;;3034,500000;-6,982;-7,050;4,335;7,617;7,705
;;;;;;3035,200000;-6,987;-7,055;4,336;7,621;7,709
;;;;;;3035,900000;-6,977;-7,055;4,337;7,612;7,705
;;;;;;3036,600000;-6,982;-7,050;4,338;7,617;7,709
;;;;;;3037,300000;-6,982;-7,055;4,339;7,617;7,700
;;;;;;3038,000000;-6,977;-7,050;4,340;7,617;7,709
;;;;;;3038,700000;-6,982;-7,060;4,341;7,617;7,705
;;;;;;3039,400000;-6,977;-7,050;4,342;7,612;7,705
;;;;;;3040,100000;-6,987;-7,060;4,343;7,617;7,709
;;;;;;3040,800000;-6,977;-7,060;4,344;7,617;7,705
;;;;;;3041,500000;-6,982;-7,060;4,345;7,612;7,705
;;;;;;3042,200000;-6,982;-7,060;4,346;7,617;7,705
;;;;;;3042,900000;-6,982;-7,055;4,347;7,612;7,700
;;;;;;3043,600000;-6,982;-7,060;4,348;7,621;7,709
;;;;;;3044,300000;-6,982;-7,050;4,349;7,617;7,709
;;;;;;3045,000000;-6,987;-7,055;4,350;7,612;7,705
;;;;;;3045,700000;-6,982;-7,055;4,351;7,617;7,705
;;;;;;3046,400000;-6,982;-7,050;4,352;7,612;7,700
;;;;;;3047,100000;-6,982;-7,055;4,353;7,612;7,709
;;;;;;3047,800000;-6,982;-7,050;4,354;7,621;7,705
;;;;;;3048,500000;-6,982;-7,060;4,355;7,617;7,705
;;;;;;3049,200000;-6,977;-7,055;4,356;7,621;7,709
;;;;;;3049,900000;-6,982;-7,060;4,357;7,617;7,705
;;;;;;3050,600000;-6,982;-7,060;4,358;7,617;7,709
;;;;;;3051,300000;-6,982;-7,060;4,359;7,617;7,705
;;;;;;3052,000000;-6,982;-7,060;4,360;7,617;7,705
;;;;;;3052,700000;-6,982;-7,060;4,361;7,621;7,705
;;;;;;3053,400000;-6,982;-7,065;4,362;7,617;7,705
;;;;;;3054,100000;-6,977;-7,055;4,363;7,621;7,709
;;;;;;3054,800000;-6,982;-7,055;4,364;7,621;7,709
;;;;;;3055,500000;-6,977;-7,055;4,365;7,617;7,705
;;;;;;3056,200000;-6,982;-7,055;4,366;7,621;7,714
;;;;;;3056,900000;-6,977;-7,055;4,367;7,617;7,705
;;;;;;3057,600000;-6,987;-7,055;4,368;7,617;7,705
;;;;;;3058,300000;-6,982;-7,060;4,369;7,621;7,709
;;;;;;3059,000000;-6,977;-7,060;4,370;7,617;7,709
;;;;;;3059,700000;-6,987;-7,060;4,371;7,621;7,709
;;;;;;3060,400000;-6,977;-7,055;4,372;7,617;7,709
;;;;;;3061,100000;-6,987;-7,055;4,373;7,617;7,709
;;;;;;3061,800000;-6,982;-7,060;4,374;7,621;7,709
;;;;;;3062,500000;-6,982;-7,055;4,375;7,617;7,705
;;;;;;3063,200000;-6,982;-7,065;4,376;7,626;7,714
;;;;;;3063,900000;-6,977;-7,055;4,377;7,621;7,700
;;;;;;3064,600000;-6,987;-7,060;4,378;7,621;7,705
;;;;;;3065,300000;-6,977;-7,050;4,379;7,621;7,709
;;;;;;3066,000000;-6,982;-7,055;4,380;7,612;7,705
;;;;;;3066,700000;-6,982;-7,055;4,381;7,621;7,705
;;;;;;3067,400000;-6,982;-7,050;4,382;7,617;7,705
;;;;;;3068,100000;-6,982;-7,060;4,383;7,617;7,705
;;;;;;3068,800000;-6,977;-7,055;4,384;7,621;7,709
;;;;;;3069,500000;-6,987;-7,055;4,385;7,617;7,705
;;;;;;3070,200000;-6,982;-7,055;4,386;7,621;7,709
;;;;;;3070,900000;-6,982;-7,060;4,387;7,621;7,705
;;;;;;3071,600000;-6,982;-7,060;4,388;7,617;7,709
;;;;;;3072,300000;-6,982;-7,060;4,389;7,621;7,709
;;;;;;3073,000000;-6,982;-7,065;4,390;7,617;7,705
;;;;;;3073,700000;-6,982;-7,055;4,391;7,621;7,709
;;;;;;3074,400000;-6,987;-7,060;4,392;7,617;7,705
;;;;;;3075,100000;-6,982;-7,055;4,393;7,617;7,705
;;;;;;3075,800000;-6,982;-7,055;4,394;7,621;7,705
;;;;;;3076,500000;-6,982;-7,055;4,395;7,617;7,705
;;;;;;3077,200000;-6,982;-7,050;4,396;7,621;7,709
;;;;;;3077,900000;-6,982;-7,060;4,397;7,621;7,705
;;;;;;3078,600000;-6,977;-7,055;4,398;7,621;7,705
;;;;;;3079,300000;-6,987;-7,065;4,399;7,621;7,705
;;;;;;3080,000000;-6,977;-7,060;4,400;7,612;7,700
;;;;;;3080,700000;-6,982;-7,060;4,401;7,621;7,709
;;;;;;3081,400000;-6,977;-7,055;4,402;7,621;7,705
;;;;;;3082,100000;-6,982;-7,060;4,403;7,617;7,709
;;;;;;3082,800000;-6,982;-7,065;4,404;7,621;7,709
;;;;;;3083,500000;-6,977;-7,055;4,405;7,621;7,700
;;;;;;3084,200000;-6,987;-7,065;4,406;7,621;7,705
;;;;;;3084,900000;-6,977;-7,055;4,407;7,621;7,705
;;;;;;3085,600000;-6,982;-7,055;4,408;7,617;7,705
;;;;;;3086,300000;-6,982;-7,055;4,409;7,621;7,705
;;;;;;3087,000000;-6,987;-7,050;4,410;7,621;7,700
;;;;;;3087,700000;-6,982;-7,060;4,411;7,617;7,705
;;;;;;3088,400000;-6,977;-7,055;4,412;7,621;7,705
;;;;;;3089,100000;-6,987;-7,060;4,413;7,617;7,700
;;;;;;3089,800000;-6,982;-7,055;4,414;7,617;7,709
;;;;;;3090,500000;-6,982;-7,055;4,415;7,621;7,700
;;;;;;3091,200000;-6,982;-7,060;4,416;7,621;7,700
;;;;;;3091,900000;-6,982;-7,055;4,417;7,621;7,705
;;;;;;3092,600000;-6,982;-7,065;4,418;7,617;7,700
;;;;;;3093,300000;-6,977;-7,055;4,419;7,621;7,709
;;;;;;3094,000000;-6,987;-7,060;4,420;7,621;7,705
;;;;;;3094,700000;-6,982;-7,050;4,421;7,617;7,705
;;;;;;3095,400000;-6,982;-7,050;4,422;7,621;7,705
;;;;;;3096,100000;-6,982;-7,055;4,423;7,621;7,695
;;;;;;3096,800000;-6,982;-7,050;4,424;7,621;7,705
;;;;;;3097,500000;-6,982;-7,060;4,425;7,621;7,705
;;;;;;3098,200000;-6,977;-7,050;4,426;7,621;7,705
;;;;;;3098,900000;-6,987;-7,060;4,427;7,626;7,705
;;;;;;3099,600000;-6,982;-7,060;4,428;7,621;7,700
;;;;;;3100,300000;-6,987;-7,060;4,429;7,621;7,705
;;;;;;3101,000000;-6,982;-7,060;4,430;7,621;7,700
;;;;;;3101,700000;-6,982;-7,060;4,431;7,617;7,700
;;;;;;3102,400000;-6,987;-7,065;4,432;7,621;7,700
;;;;;;3103,100000;-6,977;-7,060;4,433;7,621;7,690
;;;;;;3103,800000;-6,987;-7,055;4,434;7,621;7,700
;;;;;;3104,500000;-6,977;-7,055;4,435;7,621;7,700
;;;;;;3105,200000;-6,982;-7,055;4,436;7,621;7,695
;;;;;;3105,900000;-6,982;-7,055;4,437;7,621;7,700
;;;;;;3106,600000;-6,977;-7,050;4,438;7,621;7,690
;;;;;;3107,300000;-6,982;-7,060;4,439;7,617;7,695
;;;;;;3108,000000;-6,977;-7,055;4,440;7,626;7,685
;;;;;;3108,700000;-6,987;-7,055;4,441;7,592;-7,006
;;;;;;3109,400000;-6,982;-7,055;4,442;7,470;-6,996
;;;;;;3110,100000;-6,982;-7,055;4,443;7,324;-7,001
;;;;;;3110,800000;-6,982;-7,060;4,444;7,182;-6,996
;;;;;;3111,500000;-6,977;-7,055;4,445;7,045;-6,996
;;;;;;3112,200000;-6,991;-7,060;4,446;6,908;-7,001
;;;;;;3112,900000;-6,982;-7,060;4,447;6,767;-6,991
;;;;;;3113,600000;-6,987;-7,060;4,448;6,625;-7,001
;;;;;;3114,300000;-6,977;-7,055;4,449;6,488;-6,996
;;;;;;3115,000000;-6,982;-7,055;4,450;6,361;-6,996
;;;;;;3115,700000;-6,982;-7,060;4,451;6,225;-7,001
;;;;;;3116,400000;-6,977;-7,050;4,452;6,098;-6,996
;;;;;;3117,100000;-6,987;-7,060;4,453;5,961;-6,991
;;;;;;3117,800000;-6,982;-7,060;4,454;5,834;-6,996
;;;;;;3118,500000;-6,987;-7,055;4,455;5,712;-6,991
;;;;;;3119,200000;-6,982;-7,060;4,456;5,580;-6,996
;;;;;;3119,900000;-6,982;-7,055;4,457;5,453;-6,996
;;;;;;3120,600000;-6,982;-7,060;4,458;5,331;-6,996
;;;;;;3121,300000;-6,982;-7,055;4,459;5,204;-7,001
;;;;;;3122,000000;-6,987;-7,060;4,460;5,092;-6,996
;;;;;;3122,700000;-6,977;-7,055;4,461;4,969;-7,006
;;;;;;3123,400000;-6,982;-7,055;4,462;4,847;-7,001
;;;;;;3124,100000;-6,982;-7,055;4,463;4,735;-7,001
;;;;;;3124,800000;-6,982;-7,055;4,464;4,608;-7,001
;;;;;;3125,500000;-6,982;-7,060;4,465;4,501;-6,991
;;;;;;3126,200000;-6,982;-7,055;4,466;4,388;-6,996
;;;;;;3126,900000;-6,982;-7,055;4,467;4,266;-7,001
;;;;;;3127,600000;-6,982;-7,055;4,468;4,159;-7,001
;;;;;;3128,300000;-6,982;-7,055;4,469;4,046;-7,006
;;;;;;3129,000000;-6,982;-7,060;4,470;3,939;-6,996
;;;;;;3129,700000;-6,982;-7,050;4,471;3,832;-7,006
;;;;;;3130,400000;-6,982;-7,060;4,472;3,719;-7,001
;;;;;;3131,100000;-6,982;-7,060;4,473;3,617;-7,001
;;;;;;3131,800000;-6,987;-7,065;4,474;3,509;-7,001
;;;;;;3132,500000;-6,982;-7,060;4,475;3,407;-7,001
;;;;;;3133,200000;-6,982;-7,060;4,476;3,304;-7,001
;;;;;;3133,900000;-6,982;-7,055;4,477;3,197;-7,006
;;;;;;3134,600000;-6,982;-7,055;4,478;3,099;-7,001
;;;;;;3135,300000;-6,982;-7,060;4,479;2,996;-7,011
;;;;;;3136,000000;-6,982;-7,050;4,480;2,899;-7,001
;;;;;;3136,700000;-6,982;-7,055;4,481;2,801;-7,006
;;;;;;3137,400000;-6,982;-7,050;4,482;2,698;-7,001
;;;;;;3138,100000;-6,982;-7,055;4,483;2,611;-7,001
;;;;;;3138,800000;-6,982;-7,055;4,484;2,513;-7,006
;;;;;;3139,500000;-6,982;-7,050;4,485;2,415;-7,001
;;;;;;3140,200000;-6,982;-7,060;4,486;2,322;-7,001
;;;;;;3140,900000;-6,977;-7,055;4,487;2,225;-7,006
;;;;;;3141,600000;-6,982;-7,060;4,488;2,147;-7,006
;;;;;;3142,300000;-6,977;-7,055;4,489;2,054;-7,006
;;;;;;3143,000000;-6,987;-7,055;4,490;1,961;-7,006
;;;;;;3143,700000;-6,982;-7,055;4,491;1,873;-7,011
;;;;;;3144,400000;-6,987;-7,055;4,492;1,775;-7,011
;;;;;;3145,100000;-6,982;-7,060;4,493;1,692;-7,006
;;;;;;3145,800000;-6,982;-7,050;4,494;1,609;-7,011
;;;;;;3146,500000;-6,987;-7,060;4,495;1,526;-7,006
;;;;;;3147,200000;-6,977;-7,055;4,496;1,448;-7,006
;;;;;;3147,900000;-6,987;-7,055;4,497;1,355;-7,011
;;;;;;3148,600000;-6,982;-7,055;4,498;1,277;-7,011
;;;;;;3149,300000;-6,977;-7,055;4,499;1,194;-7,011
;;;;;;3150,000000;-6,982;-7,060;4,500;1,106;-7,011
;;;;;;3150,700000;-6,982;-7,055;4,501;1,028;-7,011
;;;;;;3151,400000;-6,987;-7,060;4,502;0,950;-7,016
;;;;;;3152,100000;-6,982;-7,060;4,503;0,872;-7,006
;;;;;;3152,800000;-6,982;-7,055;4,504;0,794;-7,011
;;;;;;3153,500000;-6,982;-7,060;4,505;0,711;-7,011
;;;;;;3154,200000;-6,982;-7,055;4,506;0,647;-7,006
;;;;;;3154,900000;-6,982;-7,060;4,507;0,564;-7,016
;;;;;;3155,600000;-6,982;-7,055;4,508;0,486;-7,011
;;;;;;3156,300000;-6,987;-7,055;4,509;0,413;-7,016
;;;;;;3157,000000;-6,977;-7,050;4,510;0,335;-7,016
;;;;;;3157,700000;-6,982;-7,050;4,511;0,266;-7,011
;;;;;;3158,400000;-6,982;-7,060;4,512;0,198;-7,021
;;;;;;3159,100000;-6,982;-7,050;4,513;0,125;-7,011
;;;;;;3159,800000;-6,987;-7,065;4,514;0,051;-7,011
;;;;;;3160,500000;-6,982;-7,050;4,515;-0,017;-7,016
;;;;;;3161,200000;-6,987;-7,060;4,516;-0,081;-7,011
;;;;;;3161,900000;-6,977;-7,055;4,517;-0,154;-7,016
;;;;;;3162,600000;-6,987;-7,055;4,518;-0,222;-7,011
;;;;;;3163,300000;-6,977;-7,060;4,519;-0,286;-7,016
;;;;;;3164,000000;-6,982;-7,050;4,520;-0,359;-7,016
;;;;;;3164,700000;-6,982;-7,055;4,521;-0,418;-7,016
;;;;;;3165,400000;-6,977;-7,050;4,522;-0,486;-7,021
;;;;;;3166,100000;-6,987;-7,055;4,523;-0,549;-7,016
;;;;;;3166,800000;-6,977;-7,050;4,524;-0,613;-7,016
;;;;;;3167,500000;-6,982;-7,055;4,525;-0,676;-7,016
;;;;;;3168,200000;-6,982;-7,055;4,526;-0,740;-7,016
;;;;;;3168,900000;-6,987;-7,050;4,527;-0,803;-7,016
;;;;;;3169,600000;-6,982;-7,060;4,528;-0,867;-7,021
;;;;;;3170,300000;-6,982;-7,060;4,529;-0,926;-7,021
;;;;;;3171,000000;-6,987;-7,055;4,530;-0,984;-7,021
;;;;;;3171,700000;-6,982;-7,060;4,531;-1,043;-7,016
;;;;;;3172,400000;-6,987;-7,060;4,532;-1,101;-7,021
;;;;;;3173,100000;-6,982;-7,055;4,533;-1,165;-7,021
;;;;;;3173,800000;-6,982;-7,050;4,534;-1,214;-7,016
;;;;;;3174,500000;-6,982;-7,060;4,535;-1,277;-7,026
;;;;;;3175,200000;-6,977;-7,050;4,536;-1,331;-7,021
;;;;;;3175,900000;-6,982;-7,060;4,537;-1,389;-7,021
;;;;;;3176,600000;-6,977;-7,055;4,538;-1,448;-7,021
;;;;;;3177,300000;-6,982;-7,055;4,539;-1,497;-7,021
;;;;;;3178,000000;-6,982;-7,055;4,540;-1,556;-7,026
;;;;;;3178,700000;-6,982;-7,050;4,541;-1,609;-7,021
;;;;;;3179,400000;-6,982;-7,060;4,542;-1,663;-7,021
;;;;;;3180,100000;-6,977;-7,055;4,543;-1,717;-7,026
;;;;;;3180,800000;-6,987;-7,060;4,544;-1,766;-7,021
;;;;;;3181,500000;-6,977;-7,060;4,545;-1,814;-7,021
;;;;;;3182,200000;-6,987;-7,060;4,546;-1,873;-7,021
;;;;;;3182,900000;-6,982;-7,060;4,547;-1,917;-7,021
;;;;;;3183,600000;-6,982;-7,055;4,548;-1,976;-7,026
;;;;;;3184,300000;-6,982;-7,060;4,549;-2,024;-7,021
;;;;;;3185,000000;-6,982;-7,045;4,550;-2,068;-7,026
;;;;;;3185,700000;-6,987;-7,060;4,551;-2,122;-7,026
;;;;;;3186,400000;-6,977;-7,055;4,552;-2,161;-7,026
;;;;;;3187,100000;-6,982;-7,055;4,553;-2,215;-7,031
;;;;;;3187,800000;-6,982;-7,060;4,554;-2,259;-7,021
;;;;;;3188,500000;-6,982;-7,055;4,555;-2,308;-7,026
;;;;;;3189,200000;-6,982;-7,065;4,556;-2,357;-7,026
;;;;;;3189,900000;-6,982;-7,055;4,557;-2,400;-7,026
;;;;;;3190,600000;-6,991;-7,060;4,558;-2,449;-7,031
;;;;;;3191,300000;-6,982;-7,055;4,559;-2,493;-7,021
;;;;;;3192,000000;-6,987;-7,060;4,560;-2,532;-7,026
;;;;;;3192,700000;-6,982;-7,060;4,561;-2,586;-7,031
;;;;;;3193,400000;-6,987;-7,055;4,562;-2,615;-7,026
;;;;;;3194,100000;-6,977;-7,055;4,563;-2,669;-7,031
;;;;;;3194,800000;-6,982;-7,050;4,564;-2,713;-7,026
;;;;;;3195,500000;-6,987;-7,055;4,565;-2,752;-7,031
;;;;;;3196,200000;-6,977;-7,055;4,566;-2,796;-7,031
;;;;;;3196,900000;-6,982;-7,060;4,567;-2,835;-7,021
;;;;;;3197,600000;-6,982;-7,060;4,568;-2,874;-7,026
;;;;;;3198,300000;-6,982;-7,055;4,569;-2,918;-7,026
;;;;;;3199,000000;-6,982;-7,060;4,570;-2,957;-7,031
;;;;;;3199,700000;-6,982;-7,055;4,571;-2,996;-7,031
;;;;;;3200,400000;-6,982;-7,060;4,572;-3,035;-7,026
;;;;;;3201,100000;-6,977;-7,055;4,573;-3,079;-7,031
;;;;;;3201,800000;-6,987;-7,060;4,574;-3,118;-7,026
;;;;;;3202,500000;-6,982;-7,055;4,575;-3,148;-7,026
;;;;;;3203,200000;-6,987;-7,055;4,576;-3,192;-7,031
;;;;;;3203,900000;-6,982;-7,060;4,577;-3,231;-7,026
;;;;;;3204,600000;-6,982;-7,050;4,578;-3,265;-7,031
;;;;;;3205,300000;-6,982;-7,060;4,579;-3,309;-7,031
;;;;;;3206,000000;-6,977;-7,055;4,580;-3,338;-7,026
;;;;;;3206,700000;-6,987;-7,055;4,581;-3,377;-7,035
;;;;;;3207,400000;-6,982;-7,055;4,582;-3,411;-7,031
;;;;;;3208,100000;-6,987;-7,055;4,583;-3,446;-7,031
